id_festival_wikidata,nom_festival_wikidata,site_internet_festival_wikidata,nombre_de_followers,id_follower_festival_wikidata
http://www.wikidata.org/entity/Q744640,Jazz à Juan,https://jazzajuan.com,,1155
http://www.wikidata.org/entity/Q7548536,Snowbombing,http://www.snowbombing.com,,1156
http://www.wikidata.org/entity/Q7561832,Sonic Protest,http://www.sonicprotest.com,,1157
http://www.wikidata.org/entity/Q77976093,Q77976093,,,1158
http://www.wikidata.org/entity/Q78155095,Salon des ouvrages de la bande dessinée,https://sobd2019.com/,,1159
http://www.wikidata.org/entity/Q806850,Banlieues Bleues,http://www.banlieuesbleues.org,,1160
http://www.wikidata.org/entity/Q8077866,Festival européen du film indépendant,https://www.ecufilmfestival.com/,,1161
http://www.wikidata.org/entity/Q81205142,Festival de Ribeauvillé,https://www.festival-ribeauville.eu/,,1162
http://www.wikidata.org/entity/Q8266453,Summerlied,http://www.summerlied.org,,1163
http://www.wikidata.org/entity/Q83412018,Festival du film court francophone Un poing c'est court,https://www.unpoingcestcourt.com/,,1164
http://www.wikidata.org/entity/Q83723385,Cinélatino,,,1165
http://www.wikidata.org/entity/Q838403,Quinzaine des cinéastes,https://www.quinzaine-cineastes.fr/,30709,1166
http://www.wikidata.org/entity/Q85855017,West Web Festival,https://www.west-web-festival.fr,5068,1167
http://www.wikidata.org/entity/Q86663839,Le Rêve de l'aborigène,https://www.lerevedelaborigene.org/,,1168
http://www.wikidata.org/entity/Q88204825,Curieux Voyageurs,http://www.curieuxvoyageurs.com/,,1169
http://www.wikidata.org/entity/Q8961515,Q8961515,http://www.cinelatino.fr/,,1170
http://www.wikidata.org/entity/Q914204,Jazz à Vienne,https://www.jazzavienne.com,6550,1171
http://www.wikidata.org/entity/Q92897448,Florilège vocal de Tours,http://florilegevocal.com/,,1172
http://www.wikidata.org/entity/Q939826,Festival international de la bande dessinée d'Angoulême,http://www.bdangouleme.com,,1173
http://www.wikidata.org/entity/Q941538,Printemps de Bourges,http://www.printemps-bourges.com/,35586,1174
http://www.wikidata.org/entity/Q9463,Nuits de Fourvière,http://www.nuitsdefourviere.com/,,1175
http://www.wikidata.org/entity/Q969245,Festival international du film d'Amiens,http://www.fifam.fr/,,1176
http://www.wikidata.org/entity/Q97042928,Les Traversées de Tatihou,,,1177
http://www.wikidata.org/entity/Q97167168,Festival Normandie impressionniste,https://www.normandie-impressionniste.fr,,1178
http://www.wikidata.org/entity/Q97173287,Les femmes s'exposent,https://www.lesfemmessexposent.com/,,1179
http://www.wikidata.org/entity/Q97293096,Holocène,http://holocenefestival.com/,,1180
http://www.wikidata.org/entity/Q97368496,Grandes Médiévales,,,1181
http://www.wikidata.org/entity/Q97569375,Elektric Park Festival,https://www.elektricpark.com/,3959,1182
http://www.wikidata.org/entity/Q980278,Festival du film gay et lesbien Face à Face de Saint-Étienne,http://www.festivalfaceaface.fr/,,1183
http://www.wikidata.org/entity/Q98088050,Pic d'Or,http://www.picdor.fr/,,1184
http://www.wikidata.org/entity/Q98088486,Festival de l'Eau Vive,http://www.aci-eauvive.org/,,1185
http://www.wikidata.org/entity/Q99757125,Q99757125,,,1186
http://www.wikidata.org/entity/Q99757367,Q99757367,,,1187
