precision_sur_statut_edifice,statut_juridique_edifice,id_monument_historique
,propriété privée,42963
,propriété de la commune,20981
,propriété de la commune,20814
,propriété privée,20815
,propriété de la commune,20816
,propriété de la commune,42984
,propriété de la commune,20817
,propriété privée,36726
,propriété de la commune,20818
,propriété de la commune,20819
,propriété privée,21003
,propriété privée,20982
,propriété du département,20821
,propriété de la commune,20820
,propriété privée,42964
,propriété de la commune,20822
société civile immobilière,propriété d'une société privée,42982
,propriété privée,35768
,propriété privée,20823
,propriété d'une société privée,20824
,propriété privée,35769
,propriété de la commune,20825
,propriété privée,20826
,propriété de la commune,20827
,propriété du département,20828
,propriété privée,20983
,propriété de la commune,20829
,propriété de la commune,20830
,propriété privée,20831
,propriété de la commune,20832
,propriété privée,20833
,propriété de la commune,20834
,propriété privée,20841
,propriété d'une société privée,20842
,propriété privée,20988
,propriété de la commune,20846
,propriété de la commune,20844
,propriété de la commune,20843
,propriété de la communauté de communes,43015
,propriété du département,20845
,propriété de la commune,20847
,propriété de la commune,20848
,propriété de la commune,20849
,propriété de la commune,20850
,propriété privée,20851
,propriété privée,20852
,propriété privée,20853
,propriété privée,42989
,propriété privée,20855
,propriété privée,20854
propriété de la commune : orangerie et pavillon à droite de l'entrée de l'ancien château ; propriété d'une personne privée : pavillon d'entrée à gauche de l'ancien château,propriété de la commune ; propriété privée,20856
,propriété privée,20857
,propriété de la commune,20858
,propriété de la commune,20999
groupement forestier de Chantemerle,propriété d'une société privée,43003
,propriété privée,20860
,propriété de la commune,43007
,propriété de la commune,20862
,propriété de la commune,42985
,propriété de la commune,20865
association diocésaine de Poitiers,propriété d'une association diocésaine,42996
,propriété de la commune,20863
,propriété de la commune,43006
,propriété du département,20869
,propriété de la commune,43004
,propriété de la commune,43005
,propriété privée,42987
,propriété de la commune,20996
propriété du centre hospitalier de Niort,propriété d'un établissement public,42986
,propriété privée,42983
,propriété privée,42967
,propriété privée,20864
,propriété privée,20867
,propriété privée,42974
,propriété d'une société privée,20868
,propriété de la commune,42980
,propriété de la commune,20989
,propriété privée,36728
,propriété de l'Etat,20866
,propriété privée,42968
,propriété privée,42969
propriété de la communauté d'agglomération de Niort,propriété de la commune,36082
propriété de la communauté d'agglomération du Niortais : cad. BO 152 ; propriété de la commune : cad. BO 153,propriété d'une communauté d'agglomération ; propriété de la commune,20861
,propriété privée,20871
,propriété privée,20870
propriété du ministère chargé de la culture (direction générale des patrimoines) : château et son parc ; propriété privée : parcelles cadastrales dans le champ de visibilité du château,propriété de l'Etat ; propriété privée,20872
,propriété privée,20873
,propriété de la commune,20874
,propriété de la commune,20875
,propriété privée,20876
,propriété privée,42988
,propriété de la commune,20877
,propriété de la commune,20878
,propriété de la commune,43000
,propriété privée,43009
,propriété de la commune ; propriété privée ; propriété d'une association ; propriété du département ; propriété d'un établissement public ; propriété d'une société privée,20892
,propriété privée,20893
,propriété de la commune,20883
,propriété d'une association,20881
,propriété privée,20884
,propriété de la commune,20885
,propriété de la commune,20880
,propriété de la commune,20882
,propriété privée,20894
,propriété de la commune,20879
,propriété privée,20886
,propriété privée,20887
,propriété privée,20889
,propriété privée,20890
,propriété privée,20891
,propriété privée,20888
,propriété de la commune,21005
,propriété de la commune,21006
,propriété de la commune,20895
,propriété de la commune,20896
,propriété privée,20897
,propriété de la commune,20898
,propriété de la commune,20899
,propriété privée,20900
,propriété privée,20901
,propriété de la commune,21000
,propriété de la commune,42997
,propriété de la commune,20994
,propriété de la commune,36729
,propriété de la commune,20902
,propriété de la commune,20903
,propriété de la commune,35771
,propriété publique,20904
,propriété privée,42990
,propriété privée,42999
,propriété de la commune,20905
,propriété de la commune,20990
,propriété de la commune,20984
,propriété privée,20906
,propriété privée,20985
,propriété de la commune,20908
,propriété privée,20907
,propriété de la commune,20909
,propriété privée,20910
,propriété de la commune,20911
,propriété de la commune,42975
,propriété privée,20912
,propriété de la commune,20914
,propriété privée,20913
,propriété du département,20916
,propriété de la commune,20915
,propriété de la commune,20917
,propriété privée,20991
,propriété d'une société privée,21007
,propriété de la commune,20918
,propriété de la commune,20919
,propriété privée,20920
propriété d'une personne privée : château,propriété privée ; propriété de la commune,20921
,propriété privée,20922
,propriété privée,20923
,propriété privée,36081
,propriété privée,20925
,propriété de la commune,20926
,propriété de la commune,20928
,propriété de la commune,42965
,propriété de la commune,20924
,propriété de la commune,20927
,propriété de la commune,20930
,propriété de la commune,20929
,propriété privée,20931
,propriété privée,42970
,propriété de la commune,20932
,,20933
,propriété privée,20934
,propriété privée,20993
,propriété privée,20986
,propriété privée,20935
,propriété de la commune,20936
,propriété privée,20937
,propriété privée,20938
,propriété de la commune,20939
,propriété de la commune,20940
,propriété privée,20941
,propriété de la commune,20942
,propriété de la commune,20944
,propriété de la commune,20943
,propriété privée,21008
,propriété de la commune,42976
,propriété de la commune,20945
,propriété privée,36730
,propriété de la commune,20946
,propriété privée,21009
,propriété privée,36083
,propriété de la commune,42971
,propriété d'une société privée,35772
,propriété de la commune,20948
,propriété de la commune,20949
,propriété de la commune,20950
,propriété privée,20951
,propriété de la commune,20952
,propriété privée,20995
,propriété de la commune,42977
,propriété privée,21001
,propriété de la commune,20953
,propriété privée,20954
,propriété de la commune,20964
,propriété de la commune,20967
,,20966
,propriété de la commune,20965
,propriété de la commune,20957
,propriété de la commune,20956
,propriété de la commune,43011
,propriété de la commune,42979
,propriété de la commune,43012
,propriété privée,20963
,propriété privée,20959
,propriété privée,20960
propriété de la communauté de communes du Thouarsais,propriété d'une communauté de communes,20961
,propriété privée,20962
,propriété privée,20958
,propriété de la commune,20955
,propriété de la commune,20968
,propriété de la commune,20969
,propriété privée,20970
,propriété de la commune,42978
,propriété de la commune,20971
,propriété privée,20973
,propriété privée,20972
,propriété privée,42993
,propriété privée,20987
,propriété privée,20974
,propriété de la commune,20975
,propriété de la commune,20976
,propriété de la commune,20978
,propriété privée,20979
,propriété de la commune,33365
,propriété de la commune,33364
,propriété de la commune,33363
,propriété de la commune,33366
,propriété de l'Etat,33367
,propriété d'une association,43021
,propriété de l'Etat,33360
,propriété privée,33374
,propriété de la commune,43126
,propriété privée,33375
,propriété de l'Etat,33368
,propriété privée,33376
,propriété de l'Etat,33361
,propriété de la commune,33383
,propriété privée,33377
,propriété de la commune,43051
,propriété d'un établissement public,33372
,propriété privée,33378
propriété d'une personne privée : bâtiment conventuel ; propriété d'une société civile immobilière : logis abbatial,propriété privée ; propriété d'une société privée,43024
,propriété privée,33369
,propriété privée,33371
,propriété privée,33379
,propriété privée,33380
,propriété privée,33381
,propriété privée,33382
,propriété de la communauté de communes,43130
,,33373
,propriété de la commune,43052
,propriété de la commune,33362
,propriété de la commune,33370
,propriété de la commune,33384
,propriété privée,33385
,propriété de la commune,33387
,propriété de la commune,33386
,propriété de la commune,43018
,propriété privée,43127
,propriété de la commune,43073
,propriété de la commune,43134
,propriété de la commune,33388
,propriété de la commune,33389
,propriété de la commune,33397
,propriété de la commune,33412
SCI Fitudes : cad/ AH 146,propriété privée ; propriété d'une société privée,43065
propriété de la commune : immeuble ; propriété de l'Etat : jardin,propriété de la commune ; propriété de l'Etat,33401
ministère chargé de la culture pour la partie appartenant à l'Etat,propriété de l'Etat ; propriété de la commune,33404
,propriété privée,33403
propriété de la commune (AB 113) ; propriété d’un établissement public à caractère industriel et commercial (AB 114) ; propriété privée (AB 111; 115; 116; 117; 118),propriété de la commune ; propriété d’un établissement public à caractère industriel et commercial ; propriété privée,43121
,,33399
,,33400
,propriété de la commune ; propriété privée,33394
propriété de la congrégation des Lazaristes,propriété d'une association cultuelle,43063
,propriété de l'Etat,33396
,propriété du département,33408
,propriété de l'Etat,33393
,propriété de la commune,33425
propriété d'une société privée : cad. AI 39 ; propriété de la SNCF : cad. CW 47 ; copropriété : cad. AI 38; 40 ; CR 3 ; DZ 1 ; propriété d'une personne privée : cad. AI 42,propriété d'une société privée ; propriété d'un établissement public de l'Etat ; propriété privée,33426
copropriété,propriété privée,35752
Société immobilière picarde : cad. AH 31; 32; 270 à 273; 275; 276,propriété privée ; propriété d'une société privée,43070
,propriété privée,43040
,propriété de la commune,43022
,propriété d'une société privée,33422
,propriété d'une société privée,33410
,propriété de la commune,43039
,propriété privée,33417
,propriété privée,43116
,,43112
propriété de la commune (AP 34) ; propriété privée (AP 35),propriété de la commune ; propriété privée,43136
,propriété de la commune,33413
,propriété de la commune,33390
,propriété d'une société privée,33406
,propriété de la commune,43105
,propriété de l'Etat,35751
,propriété de la commune,33398
SCI B.E.,propriété d'une société privée,43087
,propriété de la commune,33418
,propriété d'une association,33416
,propriété privée,33419
,propriété de la commune,33395
,propriété d'une société privée,43041
copropriété,propriété privée,33392
,propriété privée,43137
,propriété privée,33420
propriété de la commune (domaine public non cadastré) ; propriété privée (AH 183; 184; 265),propriété privée ; propriété de la commune,43132
,propriété privée,43033
copropriété,propriété privée,33411
Association de la Barmondière,propriété d'une association,43074
,propriété privée,33414
propriété de la communauté d'agglomération Amiens Métropole,propriété publique,43106
,propriété de l'Etat,36215
,propriété privée,43111
,propriété de la commune,33424
,propriété de la commune,33391
propriété de la commune : cad. EI 228 (parc) ; propriété du département : cad. EI 237 (service départemental des archives de la Somme) ; propriété de l'Etat - ministère chargé de la culture : cad. EI 236; 238 (Direction régionale des affaires culturelles),propriété de la commune ; propriété du département ; propriété de l'Etat,43077
,propriété de la commune,33415
,propriété de la commune,33402
,propriété de la commune,33407
,propriété d'une société privée,33423
,propriété publique,43115
société civile immobilière,propriété d'une société privée,43032
SCI Jacobins Vivien,propriété d'une société privée,43069
,propriété de la commune,33421
propriété de la Chambre régionale de Commerce et d'Industrie de Picardie,propriété d'un établissement public,33405
commune : cad. AI 117; 140; 142 ; communauté d'agglomération Amiens-Métropole : cad. AI 141,propriété de la commune,33409
,propriété privée,43084
,propriété d'une association,33427
,propriété privée,43075
,propriété privée,33428
,propriété de l'Etat,33429
,propriété privée,33430
,propriété de la commune,33431
,propriété privée,43034
,propriété de la commune,33432
,propriété privée,33433
,propriété privée,33434
,propriété de la commune,33435
S.A.R.L.,propriété privée,36714
,propriété de la commune,33436
,propriété de l'Etat,43107
,propriété de la commune,33437
Propriété d'une SCI Les deux chemins,propriété privée,43095
,propriété de la commune,33438
,propriété privée,33621
,propriété de la commune,33439
,propriété de la commune,43025
,propriété de la commune,43123
,propriété privée,33440
,propriété privée,33441
"propriété de l'association d'accueil et de vie de Belloy-sur-Somme ""Alain Vanneuville""",propriété d'une association,43080
,propriété privée,43026
,propriété privée,33442
,propriété de la commune,33443
,propriété de la commune,43042
,propriété privée,33444
,propriété de la commune,33445
,propriété de la commune,33446
,propriété de la commune,33447
,propriété de la commune,33448
,propriété d'une association,43097
,propriété de la commune,33449
,propriété privée,43037
,propriété de la commune,33450
,propriété de l’État,43128
,propriété privée,43027
,propriété d'une association,43104
,propriété de la commune,33451
,propriété privée,33452
,propriété privée,33453
,propriété de la commune,33454
,propriété privée,33455
,,33456
,propriété privée,33622
,propriété de l'Etat,33457
,propriété de la commune,33458
,propriété de la commune,33459
,propriété de la commune,33460
,propriété d'une société privée,43085
,propriété privée,36216
,propriété de la commune,33461
,propriété de la commune,33462
,propriété de la commune,43061
,propriété de la commune,33463
,,43113
,propriété privée,33464
,propriété privée,33623
,propriété de la commune,35753
,propriété privée,43081
,propriété privée,36217
,propriété privée,43076
,propriété de la commune,43139
,propriété de la commune,33465
,propriété privée,43079
,propriété de la commune,33466
,propriété privée,33467
,,33468
,propriété de la commune,43035
,propriété de la commune,33470
,propriété de la commune,33472
,propriété de la commune,33469
,propriété de la commune,33471
,propriété de la commune,36218
,propriété privée,33473
,propriété de la commune,43118
,propriété de la commune,43117
,propriété de la commune,43133
SCI La Ferme d'Antan : ferme,propriété privée,36316
,propriété de la commune,33474
,,43114
,propriété d'une société privée,33475
,propriété privée,43062
,propriété de la commune,33477
,propriété privée,33476
,propriété privée,33478
,propriété privée,33480
,propriété de la commune,33479
,propriété privée,33482
,propriété privée,33481
,propriété de la commune,33624
,,33483
,propriété du département,33484
,propriété de la commune,43019
,propriété de la commune,43066
,propriété de la commune,43083
,propriété de la commune,33487
,propriété de la commune,33485
,,33486
,propriété privée,33488
,propriété privée,33489
,propriété privée,33490
,propriété privée,43124
,propriété de la commune,43028
,propriété privée,33491
SCI des Violettes : cad. AC 1; 187 à 189; 193 ; SC La Saige : cad. AC 192; 195; 196 ; Z 221; 261; 262 ; personne privée : cad. AC 202 à 208 ; société d'aménagement foncier et d'établissement rural de Picardie : cad. Z 258,propriété privée,33492
,propriété de la commune,33493
,propriété de la commune,33494
,propriété privée,33495
,propriété privée,33496
,propriété privée,33497
,propriété de la commune,33498
,propriété privée,43047
,propriété de la commune,33499
,propriété privée,43031
,propriété privée,33501
propriété de la commune de Flixecourt : cad. AD 285,propriété de la commune ; propriété d'une société privée,43029
,propriété privée,33502
,propriété de la commune,33625
,propriété de la commune,33503
,propriété de la commune,33504
,propriété de la commune,33505
,propriété privée,33617
,propriété de la commune,33506
,propriété privée,43046
,propriété de l'Etat,43109
,propriété de la commune,33507
,propriété de la commune,43088
,propriété privée,43059
,propriété privée,33618
,propriété de la commune,33508
,,33509
,propriété privée,33510
,propriété de la commune,33511
,propriété privée,33513
,propriété privée,33514
,propriété privée,33515
,propriété de la commune,33516
,propriété privée,43129
,propriété privée,43053
,propriété de la commune,33517
,propriété privée,33626
,propriété de la commune,33518
,propriété de la commune,33519
,propriété de la commune,33520
,propriété de la commune,36219
,propriété de la commune,33521
,propriété de la commune,33522
,propriété de la commune,43122
,propriété de la commune,33523
,propriété privée,43089
,propriété privée,33524
propriété de la commune de Heilly : cad. AD ; propriété privée : cad. AB,propriété de la commune ; propriété privée,43044
,propriété de la commune,43043
,propriété privée,33525
association de l'histoire du protestantisme français,propriété d'une association,43064
,propriété de la commune,33526
,propriété de la commune,33527
,propriété privée,36715
,propriété de la commune,43017
,propriété de la commune,33528
,propriété privée,43048
,propriété privée,33529
,propriété de la commune,33530
,propriété de la commune,33531
,propriété de la commune,36220
,propriété privée,33532
,propriété de la commune,33533
,propriété privée,43078
SCI du château de Long,propriété d'une société privée,33534
,propriété de la commune,33536
,propriété de la commune,33535
,propriété de la commune,33537
propriété de la SNCF : cad. AB 87; 175; 180; 187 ; SA HLM des régions du nord et de l'est,propriété d'un établissement public de l'Etat ; propriété d'une société privée,43071
propriété de la SNCF,propriété d'un établissement public de l'Etat,43049
,propriété de l'Etat,43108
,propriété de l'Etat,43100
,propriété de la commune,33538
,propriété de la commune,33539
,propriété d'une association,33540
,propriété de la commune,33541
,propriété de la commune,33542
,propriété de la commune,33543
,propriété privée,33619
,propriété de la commune,33544
,propriété privée,33545
,propriété privée,43131
,propriété privée,33616
,propriété privée,33546
,propriété privée,43054
,propriété privée,43067
,propriété privée,43090
,propriété publique,33547
,propriété de la commune,43091
,propriété de la commune,43023
,propriété privée,33548
,propriété de la commune,33549
,propriété de la commune,33550
,propriété de la commune,43055
,propriété de la commune,43036
,propriété de la commune,33500
,propriété de la commune,36221
,propriété privée,43058
,propriété de la commune,33551
,propriété de la commune,33552
GFA du domaine de Valanglart,propriété d'une société privée,43050
,propriété de la commune,33554
,propriété privée,33553
propriété de la commune (ZB 6; 80) ; propriété privée (ZB 84; 85),propriété de la commune ; propriété privée,43135
,propriété privée,33555
,propriété privée,33556
,propriété privée,33557
,propriété de l'Etat,43101
,propriété privée,33558
,propriété privée,43045
,propriété de l'Etat,43096
,propriété privée,43020
,propriété de la commune,33559
,propriété de la commune,33560
,propriété de la commune,33562
,propriété de la commune,33561
,propriété de la commune,43138
,propriété d'une société privée,33563
,propriété de la commune,33564
,propriété de la commune,33565
,propriété de la commune,33566
,propriété d'une société privée,33614
,propriété de la commune,33567
,propriété de la commune,43056
,propriété de la commune,35754
,propriété privée,33568
,propriété privée,43030
,propriété d'une société privée,35755
,propriété privée,43072
,propriété privée,33569
,propriété privée,33570
,propriété de l'Etat,43098
,propriété de la commune,43092
propriété de la commune : cad. A 82 (Regnière-Ecluse),propriété privée ; propriété de la commune,33571
,propriété d'une société privée,33572
,propriété privée,33573
,propriété privée,33574
,propriété de la commune,33575
,propriété de la commune,33628
,propriété de la commune,33576
,propriété de la commune,33577
,,33579
,,33578
,propriété privée,33580
,propriété privée,33581
,propriété privée,33582
,propriété privée,43119
,propriété de la commune,33583
,propriété privée,33584
,propriété privée,33585
,propriété de la commune,33586
,propriété de la commune,33587
,propriété de la commune,43093
propriété de la commune : Eglise abbatiale ; propriété d'une association : Bâtiments abbatiaux,propriété de la commune ; propriété d'une association,33588
,propriété de la commune,33589
,propriété privée,33590
,propriété d'une société privée,33591
,propriété privée,33593
,propriété privée,33592
,propriété privée,43038
,propriété de la commune,33595
,propriété de la commune,33596
,propriété de la commune,33620
,propriété privée,33615
,propriété de la commune,33594
,propriété privée,43125
,propriété privée,33597
,propriété de la commune,43068
,propriété de la commune,33598
,propriété privée,33599
,propriété privée,36716
,propriété de l'Etat,43102
,propriété de l'Etat,43103
,propriété de la commune,33600
,propriété de la commune,33601
,propriété privée,33627
,propriété privée,43060
,propriété de la commune,33602
,propriété privée,43120
,propriété de la commune,33603
,propriété de la commune,43082
,propriété privée,43057
,propriété privée,43086
,propriété privée,33604
,propriété privée,33605
,propriété privée,33606
,propriété de la commune,33607
,propriété de la commune,33608
,propriété privée,33609
,propriété de la commune,33610
,propriété de la commune,33611
,propriété de la commune,33612
,propriété de la commune,33613
,propriété de la commune,43094
,propriété privée,43110
,propriété privée,16125
,propriété de la commune,43151
,propriété privée,15927
,propriété privée,15928
,propriété privée,15929
,propriété d'un établissement public communal,15950
,propriété de la commune,15930
,propriété de la commune,15952
propriété des trois communes,propriété de la commune,36628
,propriété de l'Etat,15926
,propriété de la commune,43150
,propriété privée,43182
,propriété privée,15938
,propriété privée,15939
,propriété privée,15940
Propriété d'une association cultuelle : association cultuelle de l'église protestante unie de l'Albigeois.,propriété d'une association cultuelle,43184
,propriété privée,15941
,propriété privée,15942
,propriété de la commune,43194
,propriété d'une association,15953
,propriété de la commune,15933
,propriété privée,15934
,propriété privée,15935
propriété de l'association diocésaine d'Albi,propriété d'une association diocésaine,43162
,propriété d'un établissement public,15954
,propriété privée,15936
,propriété privée,15944
,propriété privée,15945
,propriété privée,15946
,propriété privée,15947
,propriété privée,15943
,propriété de la commune ; propriété privée,15948
,propriété privée,15949
,propriété d'une société privée,15931
,propriété privée,15937
propriété de l'association diocésaine d'Albi,propriété d'une association diocésaine,43163
,propriété de la commune,15932
,propriété de la commune,15951
,propriété de la commune,15955
,propriété privée,43179
,propriété privée,15956
,propriété de l'Etat,43145
propriété du ministère chargé de l'agriculture,propriété de l'Etat,43144
,propriété d'une association,43152
,propriété privée,43167
,propriété de la commune,15957
,propriété de la commune,15958
,propriété de la commune,15959
,propriété d'une société privée,15960
,propriété privée,15961
,propriété de la commune,15963
,propriété de la commune,15962
,propriété privée,15964
,propriété de la commune,15966
,propriété de la commune,15965
,propriété de la commune,15967
,propriété de la commune,35704
,propriété privée,35705
SCI de la Serre,propriété d'une société privée,43160
,propriété de l'Etat,43142
,propriété de la commune,16127
,propriété de la commune ; propriété d'un établissement public,16126
société civile immobilière,propriété d'une société privée,43154
propriété de l'association diocésaine d'Albi,propriété d'une association diocésaine,43153
Société d'histoire du protestantisme français.,propriété privée,43185
,propriété privée,15968
,propriété de la commune,43180
,propriété de la commune,15969
,propriété privée,15970
,propriété de la commune,15972
,propriété privée,15971
,propriété privée,15973
,propriété privée,43177
,propriété privée,15978
,propriété privée,15974
,propriété de la commune,15976
,propriété de la commune,15977
,propriété de la commune,15975
,propriété de la commune,16132
,propriété privée,15985
,propriété privée,15981
,propriété de la commune,15982
,propriété de la commune,43197
,propriété d'une société privée,15979
,propriété de la commune,43149
,propriété privée,15986
,propriété privée,15987
,propriété privée,15984
,propriété privée,15983
,propriété de la commune,15989
,propriété de la commune,15988
,propriété de la commune,15980
,propriété de la commune,15990
,propriété de la commune,15991
,propriété de la commune,15992
,propriété de la commune,15994
,propriété de la commune,16017
,propriété privée,16000
,propriété privée,16007
,propriété de la commune,16002
,propriété d'une société privée ; propriété privée,16005
,propriété privée,16006
,propriété de la commune,15996
,propriété privée,16009
,propriété de la commune,16010
,propriété privée,16013
,propriété d'une société privée,16011
,propriété privée,16018
,propriété d'une société privée,16012
,propriété d'une société privée,16015
,propriété privée,16014
,propriété de la commune,15995
,propriété d'une association,15997
,propriété de la commune,15993
,propriété privée,15998
,propriété privée,16008
,propriété privée,16003
,propriété privée,16016
,propriété d'une société privée,16001
,propriété de la commune,15999
,propriété de la commune,16004
,propriété privée,43165
,propriété de la commune,16019
,propriété privée,16020
,propriété de la commune,16021
,propriété d'une société privée,43140
,propriété privée,16022
,propriété de la commune,36175
,propriété de la commune,16024
,propriété d'une société privée,16029
,propriété privée,16030
,propriété de la commune,16025
,propriété de la commune,16026
,propriété de la commune,16031
,propriété privée,16028
,propriété de la commune,43200
,propriété de la commune,16027
,propriété de la commune,16032
,propriété privée,16033
,propriété de la commune,16034
,propriété de la commune,43155
,propriété privée,16035
,propriété de la commune,16036
,propriété de la commune,16037
,propriété de la commune,16133
,propriété privée,16038
,propriété privée,16039
,propriété privée,16040
,propriété de la commune,16041
,propriété de la commune,16042
,propriété de la commune,16043
,propriété de la commune,16044
,propriété privée,16045
,propriété de la commune,43168
,propriété privée,35987
,propriété privée,16046
,propriété de la commune,16047
propriété de la commune cad. ZA 762; 765 ; propriété d'une personne privée : cad. ZA 763,propriété de la commune ; propriété privée,16135
,propriété privée,43171
,propriété privée,16048
,propriété de la commune,36629
,propriété privée,16128
,propriété privée,35706
,propriété de la commune,16049
,propriété privée,43183
,propriété de la commune,16050
,propriété du département,16051
,propriété privée,16052
,propriété privée,16053
,propriété de la commune,16054
,propriété privée,16134
GFA du domaine de Lastours.,propriété privée,43187
,propriété de la commune,16055
,propriété privée,16057
,propriété de la commune,43156
,propriété de la commune,16056
,propriété de la commune,16058
,propriété privée,16059
,propriété de la commune,16060
,propriété privée,16061
,propriété de la commune,16062
,propriété de la commune,16063
,propriété privée,16064
,propriété privée,36630
,propriété privée,16065
société civile immobilière,propriété d'une société privée,16066
,propriété privée,43196
propriété de l'hôpital-hospice de Mazamet,propriété d'un établissement public communal,16138
,propriété de la commune,43195
,propriété de la commune,43188
,propriété privée,43164
,propriété de la commune,43198
société civile immobilière,propriété d'une société privée,43148
,propriété privée,16069
,propriété de la commune,16068
,propriété de la commune,16067
,propriété de la commune,16070
,propriété privée,16071
,propriété de la commune,16072
,propriété de la commune,43172
,propriété de la commune,16136
,propriété privée,35707
,propriété de la commune,16073
,propriété privée,16137
,propriété de la commune,36631
,propriété de la commune,16074
,propriété de la commune,16075
,propriété privée,43147
,propriété de la commune,16076
,propriété privée,16077
SCI La Forteresse,propriété d'une société privée,16078
,propriété privée,16080
,propriété de la commune,16079
,propriété de la commune,43175
,propriété de la commune,43157
,propriété de la commune,16082
,propriété de la commune,16081
,propriété de la commune,16130
,propriété de la commune,43193
propriété de la commune de Vielmur-sur-Agout : cad. B 91,propriété privée ; propriété de la commune,43176
Propriété de l'association cultuelle de l'église réformée du Lauragais,propriété d'une association,43190
Propriété de l'association cultuelle de l'église réformée du Lauragais,propriété d'une association,43189
,propriété d'une société privée,16083
,propriété privée,16129
,propriété de la commune,16086
,propriété de la commune,16084
,propriété de la commune,16085
,propriété privée,43169
,propriété privée,16087
,propriété privée,16088
,propriété privée,43173
,propriété privée,16089
,propriété de la commune,16090
,propriété de la commune,16093
,propriété privée,16091
,propriété privée,16092
,propriété de la commune,16094
,propriété privée,16095
,propriété de la commune,16096
,propriété de la commune,43192
,propriété privée,16097
,propriété de la commune,16098
,propriété privée,43181
,propriété privée,43161
,propriété de la commune,16099
,propriété privée,16100
propriété du syndicat mixte pour la reconversion industrielle du site du Saut-du-Tarn,propriété d'un établissement public communal,35708
,propriété privée,35709
,propriété de la commune,16101
,propriété de la commune,16102
,propriété de la commune,16103
,propriété de la commune,43174
,propriété de la commune,35986
,propriété privée,43143
,propriété privée,16104
,propriété de la commune,16105
,propriété d'une association,16106
,propriété privée,16107
,propriété de la commune,43159
,propriété privée,43158
,propriété privée,16108
groupement forestier de Valles et Autres,propriété d'une société privée,43178
,propriété de la commune ; propriété privée,16111
,propriété d'une société privée,16109
,propriété du département,16110
,propriété de l'Etat,43146
,propriété de la commune,43141
,propriété privée,43170
,propriété de la commune,16112
,propriété privée,16113
Propriété d'une association cultuelle : de l'église protestante unie de la Montagne du Tarn.,propriété privée,43191
,propriété d'une société privée,35710
,propriété privée,16114
,propriété privée,16115
,propriété de la commune,16116
,propriété de la commune,16117
,propriété privée ; propriété de la commune,36632
,propriété privée,43199
,propriété de l'Etat,16119
,propriété de la commune,16118
,propriété de la commune,16120
propriété indivise des deux communes,propriété de la commune,43166
,propriété de la commune,16121
,propriété privée,16122
,propriété privée,16124
,propriété de la commune,36633
,propriété privée,16123
,propriété privée,16363
,propriété de la commune,16139
,propriété de la commune,16142
,propriété de la commune,16163
,propriété de la commune,16140
,propriété de la commune,16141
,propriété privée,16143
,propriété d'une société privée,16161
,propriété privée,16144
,propriété privée,16145
,propriété privée,16146
,propriété privée,16147
,propriété privée,16148
,propriété privée,16149
,propriété privée,16150
,propriété privée,16151
,propriété privée,16153
,propriété privée,16154
,propriété privée,16157
,propriété privée,16158
,propriété privée,16159
,propriété privée,16155
,propriété privée,16160
,propriété privée,16152
,propriété privée,16156
,propriété privée,16162
société civile immobilière,propriété d'une société privée,16164
,propriété de la commune,43233
,propriété privée,43222
,propriété de la commune,16166
,propriété de la commune,16165
,propriété privée,43217
,propriété privée,16167
,propriété de la commune,43232
,propriété privée,36634
,propriété de la commune,16168
,propriété de la commune,16169
,propriété de la commune,16170
,propriété de la commune,16171
,propriété du département,16371
,propriété privée,16172
,propriété de la commune,16173
,propriété privée,16174
,propriété d'une société privée,16366
,propriété privée,16178
,propriété privée,16177
,propriété privée,16358
propriété de la commune : abri Plantade,propriété privée ; propriété de la commune,43201
,propriété privée,35711
,propriété de la commune,16175
,propriété privée,16176
,propriété du département ; propriété d'une association ; propriété privée,43238
,propriété privée,43214
,propriété privée,16367
,propriété privée,16179
,propriété de la commune,16180
,propriété privée,16182
,propriété de la commune,16183
,propriété de la commune,16181
,propriété privée,43215
,propriété privée,16184
,propriété de la commune,43206
,propriété de la commune,16185
,propriété privée,16369
,propriété privée,16187
,propriété de la commune,16186
,propriété de la commune,43234
,propriété de la commune,16189
,propriété d'une société privée,16188
,propriété privée,16194
,propriété privée,43223
,propriété privée,16195
,propriété de la commune,16192
,propriété d'une association,16191
,propriété d'une société privée,43235
,propriété de la commune,16193
,propriété de la commune,16190
,propriété privée,16359
,propriété de la commune,16196
propriété privée : fontaine,propriété du département,16197
,propriété privée,16198
,propriété privée,16199
,propriété privée,43216
,propriété de la commune,16200
,propriété de la commune,16201
,propriété privée,16202
,propriété privée,16203
,propriété privée,16204
,propriété de la commune,43224
,propriété privée,16205
,propriété privée,43207
,propriété de la commune,16206
propriété du CMN (Centre des Monuments nationaux),propriété d'un établissement public de l'Etat,16207
,propriété privée,16208
,propriété d'une société privée,16209
,propriété de la commune,16210
propriété du CMN (centre des Monuments nationaux),propriété d'un établissement public de l'Etat,16211
,propriété de la commune,16212
,propriété de la commune,16213
,propriété de la commune,16215
,propriété de la commune,16214
,propriété de la commune,16216
,propriété privée,16217
,propriété de la commune,16218
,propriété de la commune,16219
,propriété de la commune,16221
,propriété de la commune,16220
,propriété privée,16222
,propriété de la commune,16223
,propriété de la commune,16372
,propriété privée,16224
,propriété de la commune,43202
,propriété privée,16225
,propriété de la commune,16227
,propriété privée,16226
,propriété privée,16233
,propriété de la commune,16230
,propriété de la commune,16231
