id_festival,decennie_creation_festival,annee_creation_festival,periode_principale_deroulement_festival
3306,De 1990 à 1999,1993,Après-saison (6 septembre - 31 décembre)
974,2010 et après,,Saison (21 juin - 5 septembre)
1543,De 1980 à 1989,,Saison (21 juin - 5 septembre)
4516,2010 et après,2018,Saison (21 juin - 5 septembre)
339,2010 et après,,Saison (21 juin - 5 septembre)
811,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
2664,De 1990 à 1999,1990,Après-saison (6 septembre - 31 décembre)
3984,De 1980 à 1989,1989,Après-saison (6 septembre - 31 décembre)
6943,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
514,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
976,De 2000 à 2009,2006,Après-saison (6 septembre - 31 décembre)
3312,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
2065,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
1594,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
254,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
422,2010 et après,2017,Saison (21 juin - 5 septembre)
866,2010 et après,2012,Saison (21 juin - 5 septembre)
3814,De 1990 à 1999,1996,Saison (21 juin - 5 septembre)
493,De 2000 à 2009,2001,Avant-saison (1er janvier - 20 juin)
6809,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
6978,2010 et après,2018,Saison (21 juin - 5 septembre)
843,2010 et après,2015,Saison (21 juin - 5 septembre)
2968,De 2000 à 2009,2001,Saison (21 juin - 5 septembre)
6139,De 2000 à 2009,2001,Saison (21 juin - 5 septembre)
174,2010 et après,2017,Saison (21 juin - 5 septembre)
2262,De 2000 à 2009,2001,Saison (21 juin - 5 septembre)
6653,2010 et après,2014,Saison (21 juin - 5 septembre)
370,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
1098,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
1623,De 2000 à 2009,2000,Saison (21 juin - 5 septembre)
1767,De 1980 à 1989,1987,Après-saison (6 septembre - 31 décembre)
4903,De 1980 à 1989,1987,Après-saison (6 septembre - 31 décembre)
6655,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
2269,De 2000 à 2009,,Saison (21 juin - 5 septembre)
602,2010 et après,2015,Saison (21 juin - 5 septembre)
3881,2010 et après,2013,Saison (21 juin - 5 septembre)
5359,2010 et après,2010,Saison (21 juin - 5 septembre)
703,,,Après-saison (6 septembre - 31 décembre)
1288,De 2000 à 2009,2017,Avant-saison (1er janvier - 20 juin)
3431,De 2000 à 2009,2001,Avant-saison (1er janvier - 20 juin)
1540,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
2325,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
74,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
1357,De 2000 à 2009,2002,Saison (21 juin - 5 septembre)
1296,2010 et après,2015,Saison (21 juin - 5 septembre)
777,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
3607,De 1990 à 1999,1999,Avant-saison (1er janvier - 20 juin)
380,De 2000 à 2009,2003,Avant-saison (1er janvier - 20 juin)
884,De 2000 à 2009,2001,Avant-saison (1er janvier - 20 juin)
3617,2010 et après,2016,Saison (21 juin - 5 septembre)
172,De 2000 à 2009,2004,Avant-saison (1er janvier - 20 juin)
2201,2010 et après,2018,Saison (21 juin - 5 septembre)
17,De 1990 à 1999,1995,Avant-saison (1er janvier - 20 juin)
183,De 2000 à 2009,2007,Saison (21 juin - 5 septembre)
2667,De 1990 à 1999,1993,Avant-saison (1er janvier - 20 juin)
3314,2010 et après,2015,Saison (21 juin - 5 septembre)
5578,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
813,De 2000 à 2009,2006,Avant-saison (1er janvier - 20 juin)
1073,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
486,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
569,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
715,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
1089,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
1292,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
1352,2010 et après,2017,Saison (21 juin - 5 septembre)
3150,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
3315,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
6556,2010 et après,2013,Saison (21 juin - 5 septembre)
2542,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
6590,De 1990 à 1999,1996,Saison (21 juin - 5 septembre)
6030,2010 et après,2015,Saison (21 juin - 5 septembre)
1691,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
744,De 2000 à 2009,2001,Avant-saison (1er janvier - 20 juin)
840,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
3160,Avant 1980,1975,Avant-saison (1er janvier - 20 juin)
3653,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
6953,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
282,2010 et après,2017,Saison (21 juin - 5 septembre)
4544,2010 et après,2011,Saison (21 juin - 5 septembre)
5777,De 1990 à 1999,1993,Après-saison (6 septembre - 31 décembre)
92,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
118,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
157,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
158,De 2000 à 2009,2004,Saison (21 juin - 5 septembre)
421,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
433,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
545,De 2000 à 2009,2001,Saison (21 juin - 5 septembre)
573,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
618,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
722,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
921,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
931,De 1990 à 1999,1999,Avant-saison (1er janvier - 20 juin)
951,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
1207,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
1253,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
1257,De 2000 à 2009,2008,Après-saison (6 septembre - 31 décembre)
1312,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
1330,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
1354,De 2000 à 2009,2004,Après-saison (6 septembre - 31 décembre)
1441,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
1442,De 1990 à 1999,1994,Après-saison (6 septembre - 31 décembre)
1510,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
1516,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
1544,De 1990 à 1999,1997,Après-saison (6 septembre - 31 décembre)
1558,2010 et après,2010,Après-saison (6 septembre - 31 décembre)
1573,De 2000 à 2009,2006,Avant-saison (1er janvier - 20 juin)
1597,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
1624,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
1671,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
1680,De 2000 à 2009,2003,Avant-saison (1er janvier - 20 juin)
1695,2010 et après,2017,Saison (21 juin - 5 septembre)
1717,De 2000 à 2009,2008,Avant-saison (1er janvier - 20 juin)
1740,De 2000 à 2009,2007,Saison (21 juin - 5 septembre)
1741,De 2000 à 2009,2001,Après-saison (6 septembre - 31 décembre)
2243,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
2551,De 1980 à 1989,1982,Après-saison (6 septembre - 31 décembre)
2552,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
3340,De 2000 à 2009,2002,Après-saison (6 septembre - 31 décembre)
3341,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
3342,De 2000 à 2009,2000,Avant-saison (1er janvier - 20 juin)
3503,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
4205,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
4206,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
5094,De 2000 à 2009,2004,Après-saison (6 septembre - 31 décembre)
5260,De 1980 à 1989,1984,Avant-saison (1er janvier - 20 juin)
5609,De 2000 à 2009,2004,Avant-saison (1er janvier - 20 juin)
5778,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
6251,De 1980 à 1989,1981,Avant-saison (1er janvier - 20 juin)
6435,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
6624,De 2000 à 2009,2001,Après-saison (6 septembre - 31 décembre)
6972,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
574,De 2000 à 2009,2002,Saison (21 juin - 5 septembre)
34,De 1980 à 1989,1987,Après-saison (6 septembre - 31 décembre)
1208,De 2000 à 2009,2008,Avant-saison (1er janvier - 20 juin)
6637,De 1980 à 1989,1982,Avant-saison (1er janvier - 20 juin)
5786,2010 et après,2019,Saison (21 juin - 5 septembre)
1225,De 2000 à 2009,2000,Saison (21 juin - 5 septembre)
1283,De 1990 à 1999,1994,Saison (21 juin - 5 septembre)
6438,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
1491,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
24,2010 et après,2021,Saison (21 juin - 5 septembre)
5804,De 1990 à 1999,1995,Après-saison (6 septembre - 31 décembre)
1639,De 1990 à 1999,1998,Après-saison (6 septembre - 31 décembre)
5489,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
35,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
66,De 2000 à 2009,2008,Saison (21 juin - 5 septembre)
115,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
1290,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
1644,De 1990 à 1999,1997,Après-saison (6 septembre - 31 décembre)
1663,De 2000 à 2009,2006,Après-saison (6 septembre - 31 décembre)
1673,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
1701,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
2431,2010 et après,2014,Saison (21 juin - 5 septembre)
4609,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
125,De 2000 à 2009,2008,Avant-saison (1er janvier - 20 juin)
2737,De 2000 à 2009,2003,Avant-saison (1er janvier - 20 juin)
1518,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
2917,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
3402,2010 et après,2016,Saison (21 juin - 5 septembre)
3549,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
4617,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
1048,De 2000 à 2009,2000,Saison (21 juin - 5 septembre)
1137,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
5507,De 1990 à 1999,1993,Avant-saison (1er janvier - 20 juin)
1684,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
3732,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
6293,De 1980 à 1989,1986,Après-saison (6 septembre - 31 décembre)
730,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
1053,De 2000 à 2009,2009,Après-saison (6 septembre - 31 décembre)
3104,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
4868,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
5522,2010 et après,2018,Saison (21 juin - 5 septembre)
3264,De 1990 à 1999,1998,Avant-saison (1er janvier - 20 juin)
2621,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
467,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
3437,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
678,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
1055,De 1980 à 1989,1987,Avant-saison (1er janvier - 20 juin)
4877,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
61,2010 et après,2020,Après-saison (6 septembre - 31 décembre)
91,De 1990 à 1999,1997,Avant-saison (1er janvier - 20 juin)
1068,De 1990 à 1999,,Après-saison (6 septembre - 31 décembre)
1236,Avant 1980,1977,Après-saison (6 septembre - 31 décembre)
1258,De 1990 à 1999,1992,Après-saison (6 septembre - 31 décembre)
1263,2010 et après,2018,Saison (21 juin - 5 septembre)
1816,2010 et après,2019,Saison (21 juin - 5 septembre)
2841,De 2000 à 2009,,Saison (21 juin - 5 septembre)
2863,,,Avant-saison (1er janvier - 20 juin)
2886,2010 et après,,Avant-saison (1er janvier - 20 juin)
2994,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
3017,2010 et après,,Avant-saison (1er janvier - 20 juin)
4172,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
4364,Avant 1980,1960,Saison (21 juin - 5 septembre)
4884,,,Avant-saison (1er janvier - 20 juin)
4912,,,Avant-saison (1er janvier - 20 juin)
4922,De 1990 à 1999,,Saison (21 juin - 5 septembre)
5465,Avant 1980,1946,Saison (21 juin - 5 septembre)
5891,De 1990 à 1999,,Saison (21 juin - 5 septembre)
6095,,,Avant-saison (1er janvier - 20 juin)
6108,2010 et après,,Avant-saison (1er janvier - 20 juin)
6232,,,Saison (21 juin - 5 septembre)
169,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
288,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
293,2010 et après,2018,Saison (21 juin - 5 septembre)
440,De 2000 à 2009,2006,Après-saison (6 septembre - 31 décembre)
736,De 1990 à 1999,1992,Saison (21 juin - 5 septembre)
832,2010 et après,2011,Saison (21 juin - 5 septembre)
940,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
1489,De 1990 à 1999,1996,Avant-saison (1er janvier - 20 juin)
1646,De 2000 à 2009,2004,Après-saison (6 septembre - 31 décembre)
2490,De 1990 à 1999,1993,Avant-saison (1er janvier - 20 juin)
5205,2010 et après,2015,Saison (21 juin - 5 septembre)
6915,2010 et après,2018,Saison (21 juin - 5 septembre)
69,2010 et après,,Saison (21 juin - 5 septembre)
5949,2010 et après,2011,Saison (21 juin - 5 septembre)
2962,De 2000 à 2009,,Saison (21 juin - 5 septembre)
6029,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
7090,De 2000 à 2009,,Saison (21 juin - 5 septembre)
7160,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
4942,,,Avant-saison (1er janvier - 20 juin)
4946,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
808,De 1990 à 1999,1994,Saison (21 juin - 5 septembre)
858,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
6386,De 1990 à 1999,1995,Avant-saison (1er janvier - 20 juin)
194,De 2000 à 2009,2008,Saison (21 juin - 5 septembre)
513,,,Saison (21 juin - 5 septembre)
4715,De 2000 à 2009,2008,Après-saison (6 septembre - 31 décembre)
5403,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
338,2010 et après,2012,Saison (21 juin - 5 septembre)
1266,De 1990 à 1999,1992,Saison (21 juin - 5 septembre)
1440,2010 et après,2018,Saison (21 juin - 5 septembre)
4151,De 2000 à 2009,2009,Après-saison (6 septembre - 31 décembre)
5573,De 1990 à 1999,1998,Avant-saison (1er janvier - 20 juin)
6396,De 1980 à 1989,1982,Avant-saison (1er janvier - 20 juin)
28,De 1980 à 1989,1986,Après-saison (6 septembre - 31 décembre)
996,2010 et après,2020,Après-saison (6 septembre - 31 décembre)
1060,2010 et après,2020,Avant-saison (1er janvier - 20 juin)
1617,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
4154,2010 et après,2020,Avant-saison (1er janvier - 20 juin)
3895,2010 et après,2011,Saison (21 juin - 5 septembre)
4943,De 1980 à 1989,1984,Avant-saison (1er janvier - 20 juin)
2337,De 2000 à 2009,2003,Après-saison (6 septembre - 31 décembre)
23,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
2819,2010 et après,,Avant-saison (1er janvier - 20 juin)
340,2010 et après,2018,Saison (21 juin - 5 septembre)
616,De 2000 à 2009,2004,Saison (21 juin - 5 septembre)
1849,2010 et après,,Après-saison (6 septembre - 31 décembre)
3902,,,Avant-saison (1er janvier - 20 juin)
2218,De 2000 à 2009,2008,Avant-saison (1er janvier - 20 juin)
3644,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
4997,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
6160,De 2000 à 2009,,Saison (21 juin - 5 septembre)
7111,De 2000 à 2009,2002,Après-saison (6 septembre - 31 décembre)
6409,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
70,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
121,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
1315,2010 et après,,Avant-saison (1er janvier - 20 juin)
1335,De 1980 à 1989,,Avant-saison (1er janvier - 20 juin)
1710,De 1980 à 1989,1985,Après-saison (6 septembre - 31 décembre)
1752,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
1782,Avant 1980,,Avant-saison (1er janvier - 20 juin)
1852,2010 et après,,Avant-saison (1er janvier - 20 juin)
1959,De 1980 à 1989,1989,Avant-saison (1er janvier - 20 juin)
1976,De 1990 à 1999,,Saison (21 juin - 5 septembre)
2806,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
2993,Avant 1980,,Saison (21 juin - 5 septembre)
3014,De 2000 à 2009,2004,Après-saison (6 septembre - 31 décembre)
3037,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
3465,De 1980 à 1989,1989,Avant-saison (1er janvier - 20 juin)
3923,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
4505,2010 et après,,Après-saison (6 septembre - 31 décembre)
4545,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
4899,De 1980 à 1989,1989,Avant-saison (1er janvier - 20 juin)
5728,De 1980 à 1989,1986,Avant-saison (1er janvier - 20 juin)
5844,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
6041,2010 et après,,Après-saison (6 septembre - 31 décembre)
6068,,,Saison (21 juin - 5 septembre)
6107,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
6143,De 1980 à 1989,1989,Avant-saison (1er janvier - 20 juin)
7104,De 1990 à 1999,,Après-saison (6 septembre - 31 décembre)
3071,2010 et après,,Saison (21 juin - 5 septembre)
7086,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
203,De 2000 à 2009,2007,Après-saison (6 septembre - 31 décembre)
898,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
2192,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
3973,2010 et après,,Avant-saison (1er janvier - 20 juin)
7145,2010 et après,2014,Saison (21 juin - 5 septembre)
7092,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
1000,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
4034,,,Saison (21 juin - 5 septembre)
6043,De 1990 à 1999,,Saison (21 juin - 5 septembre)
32,De 2000 à 2009,2001,Après-saison (6 septembre - 31 décembre)
1876,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
82,De 2000 à 2009,2015,Avant-saison (1er janvier - 20 juin)
4882,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
6733,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
2778,De 2000 à 2009,,Saison (21 juin - 5 septembre)
2573,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
746,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
6870,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
6876,De 2000 à 2009,2008,Après-saison (6 septembre - 31 décembre)
149,De 1990 à 1999,1990,Saison (21 juin - 5 septembre)
1412,De 1980 à 1989,,Saison (21 juin - 5 septembre)
205,De 1990 à 1999,1996,Après-saison (6 septembre - 31 décembre)
4988,2010 et après,,Avant-saison (1er janvier - 20 juin)
6390,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
14,2010 et après,2016,Saison (21 juin - 5 septembre)
2525,,,Après-saison (6 septembre - 31 décembre)
991,De 2000 à 2009,2007,Après-saison (6 septembre - 31 décembre)
6249,De 1990 à 1999,1997,Après-saison (6 septembre - 31 décembre)
2089,2010 et après,2013,Saison (21 juin - 5 septembre)
4053,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
7135,De 1990 à 1999,1997,Après-saison (6 septembre - 31 décembre)
1265,Avant 1980,1951,Saison (21 juin - 5 septembre)
1917,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
5941,,,Avant-saison (1er janvier - 20 juin)
1885,De 1990 à 1999,,Saison (21 juin - 5 septembre)
4926,De 1980 à 1989,1988,Après-saison (6 septembre - 31 décembre)
6019,2010 et après,17ans,Saison (21 juin - 5 septembre)
2798,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
2861,2010 et après,,Avant-saison (1er janvier - 20 juin)
3074,2010 et après,2019,Saison (21 juin - 5 septembre)
3926,2010 et après,,Saison (21 juin - 5 septembre)
388,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
767,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
818,2010 et après,2014,Saison (21 juin - 5 septembre)
1071,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
1226,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
1359,Avant 1980,1957,Saison (21 juin - 5 septembre)
1435,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
1716,2010 et après,2011,Saison (21 juin - 5 septembre)
1844,De 1990 à 1999,2004,Après-saison (6 septembre - 31 décembre)
1986,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
1987,De 1990 à 1999,,Après-saison (6 septembre - 31 décembre)
2266,,,Avant-saison (1er janvier - 20 juin)
2571,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
2710,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
3002,Avant 1980,,Avant-saison (1er janvier - 20 juin)
3007,De 1980 à 1989,1980,Après-saison (6 septembre - 31 décembre)
3915,2010 et après,,Avant-saison (1er janvier - 20 juin)
3940,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
4621,De 2000 à 2009,,Saison (21 juin - 5 septembre)
4953,De 1980 à 1989,,Avant-saison (1er janvier - 20 juin)
4991,Avant 1980,1948,Saison (21 juin - 5 septembre)
5115,2010 et après,2019,Saison (21 juin - 5 septembre)
5741,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
5885,De 2000 à 2009,2000,Après-saison (6 septembre - 31 décembre)
6020,2010 et après,,Avant-saison (1er janvier - 20 juin)
6061,De 1990 à 1999,1996,Avant-saison (1er janvier - 20 juin)
6458,2010 et après,,Après-saison (6 septembre - 31 décembre)
6999,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
7089,,,Saison (21 juin - 5 septembre)
7128,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
4404,De 1990 à 1999,,Saison (21 juin - 5 septembre)
6892,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
3531,De 2000 à 2009,,Saison (21 juin - 5 septembre)
4957,De 2000 à 2009,,Saison (21 juin - 5 septembre)
5008,De 1990 à 1999,1993,Après-saison (6 septembre - 31 décembre)
228,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
324,De 1980 à 1989,1983,Saison (21 juin - 5 septembre)
364,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
412,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
452,De 1990 à 1999,1996,Avant-saison (1er janvier - 20 juin)
774,De 2000 à 2009,2001,Saison (21 juin - 5 septembre)
3939,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
3941,De 2000 à 2009,2007,Après-saison (6 septembre - 31 décembre)
6905,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
508,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
856,De 1990 à 1999,1998,Avant-saison (1er janvier - 20 juin)
2564,De 2000 à 2009,2002,Saison (21 juin - 5 septembre)
5945,De 1990 à 1999,1998,Après-saison (6 septembre - 31 décembre)
7091,De 1990 à 1999,1996,Saison (21 juin - 5 septembre)
1935,De 2000 à 2009,2004,Saison (21 juin - 5 septembre)
3331,De 2000 à 2009,2005,Avant-saison (1er janvier - 20 juin)
3908,,,Avant-saison (1er janvier - 20 juin)
6113,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
4179,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
3474,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
5090,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
6036,2010 et après,2010,Après-saison (6 septembre - 31 décembre)
3484,2010 et après,2015,Saison (21 juin - 5 septembre)
839,De 2000 à 2009,2000,Avant-saison (1er janvier - 20 juin)
6032,2010 et après,2018,Saison (21 juin - 5 septembre)
4165,De 1990 à 1999,1990,Avant-saison (1er janvier - 20 juin)
2743,De 2000 à 2009,,Saison (21 juin - 5 septembre)
4915,De 2000 à 2009,,Saison (21 juin - 5 septembre)
3579,De 1990 à 1999,1994,Saison (21 juin - 5 septembre)
3873,2010 et après,2014,Saison (21 juin - 5 septembre)
1949,2010 et après,,Saison (21 juin - 5 septembre)
1593,2010 et après,2016,Saison (21 juin - 5 septembre)
4932,De 2000 à 2009,2000,Après-saison (6 septembre - 31 décembre)
1079,De 1990 à 1999,1995,Après-saison (6 septembre - 31 décembre)
1866,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
2800,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
352,De 1990 à 1999,1996,Saison (21 juin - 5 septembre)
6833,2010 et après,2011,Saison (21 juin - 5 septembre)
908,Avant 1980,1979,Saison (21 juin - 5 septembre)
724,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
1342,2010 et après,2019,Saison (21 juin - 5 septembre)
3929,De 2000 à 2009,2007,Saison (21 juin - 5 septembre)
408,2010 et après,2014,Saison (21 juin - 5 septembre)
1694,De 2000 à 2009,2006,Avant-saison (1er janvier - 20 juin)
2971,,,Avant-saison (1er janvier - 20 juin)
7107,De 1990 à 1999,,Avant-saison (1er janvier - 20 juin)
6885,,,Avant-saison (1er janvier - 20 juin)
1721,De 1990 à 1999,1993,Avant-saison (1er janvier - 20 juin)
582,De 2000 à 2009,2008,Après-saison (6 septembre - 31 décembre)
735,De 1990 à 1999,1997,Saison (21 juin - 5 septembre)
4334,De 2000 à 2009,2004,Saison (21 juin - 5 septembre)
6543,De 2000 à 2009,2000,Avant-saison (1er janvier - 20 juin)
2538,De 2000 à 2009,2000,Saison (21 juin - 5 septembre)
4688,,,Après-saison (6 septembre - 31 décembre)
5358,2010 et après,,Saison (21 juin - 5 septembre)
1850,,,Après-saison (6 septembre - 31 décembre)
5924,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
147,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
363,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
989,De 2000 à 2009,2007,Après-saison (6 septembre - 31 décembre)
1500,2010 et après,2015,Saison (21 juin - 5 septembre)
2853,2010 et après,2018,Saison (21 juin - 5 septembre)
4940,De 1990 à 1999,1998,Saison (21 juin - 5 septembre)
6079,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
6203,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
6300,2010 et après,,Après-saison (6 septembre - 31 décembre)
6683,2010 et après,2015,Saison (21 juin - 5 septembre)
7082,De 1990 à 1999,1992,Après-saison (6 septembre - 31 décembre)
7167,De 1990 à 1999,,Après-saison (6 septembre - 31 décembre)
42,2010 et après,,Saison (21 juin - 5 septembre)
87,2010 et après,2017,Saison (21 juin - 5 septembre)
128,De 2000 à 2009,2008,Saison (21 juin - 5 septembre)
2003,De 1990 à 1999,,Après-saison (6 septembre - 31 décembre)
2868,De 1990 à 1999,,Saison (21 juin - 5 septembre)
2959,2010 et après,,Après-saison (6 septembre - 31 décembre)
5187,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
1522,De 2000 à 2009,2001,Après-saison (6 septembre - 31 décembre)
1700,De 2000 à 2009,2001,Avant-saison (1er janvier - 20 juin)
