id_festival,decennie_creation_festival,annee_creation_festival,periode_principale_deroulement_festival
96,2010 et après,2015,Saison (21 juin - 5 septembre)
971,De 1990 à 1999,1990,Après-saison (6 septembre - 31 décembre)
79,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
1172,De 2000 à 2009,2006,Après-saison (6 septembre - 31 décembre)
1452,De 2000 à 2009,2002,Avant-saison (1er janvier - 20 juin)
1488,De 2000 à 2009,2004,Après-saison (6 septembre - 31 décembre)
1514,De 2000 à 2009,2002,Avant-saison (1er janvier - 20 juin)
1523,De 2000 à 2009,2003,Avant-saison (1er janvier - 20 juin)
1631,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
1722,De 2000 à 2009,2004,Avant-saison (1er janvier - 20 juin)
4123,De 2000 à 2009,2000,Après-saison (6 septembre - 31 décembre)
6362,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
6549,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
587,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
2495,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
4311,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
6744,2010 et après,2016,Saison (21 juin - 5 septembre)
27,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
104,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
566,De 1990 à 1999,1998,Avant-saison (1er janvier - 20 juin)
780,De 1990 à 1999,1998,Avant-saison (1er janvier - 20 juin)
934,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
1115,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
1974,2010 et après,2012,Saison (21 juin - 5 septembre)
4880,De 1980 à 1989,1984,Saison (21 juin - 5 septembre)
6926,De 1990 à 1999,1995,Après-saison (6 septembre - 31 décembre)
3293,2010 et après,2010,Saison (21 juin - 5 septembre)
706,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
481,De 2000 à 2009,2004,Après-saison (6 septembre - 31 décembre)
3464,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
3616,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
5041,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
5560,2010 et après,2016,Saison (21 juin - 5 septembre)
1425,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
1753,2010 et après,2018,Saison (21 juin - 5 septembre)
7093,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
4182,De 1980 à 1989,1980,Avant-saison (1er janvier - 20 juin)
48,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
3155,De 2000 à 2009,2012,Saison (21 juin - 5 septembre)
4052,De 1990 à 1999,1999,Saison (21 juin - 5 septembre)
5586,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
1455,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
3993,2010 et après,2008,Saison (21 juin - 5 septembre)
5243,2010 et après,2019,Saison (21 juin - 5 septembre)
6792,De 2000 à 2009,2006,Après-saison (6 septembre - 31 décembre)
76,De 1990 à 1999,1996,Avant-saison (1er janvier - 20 juin)
298,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
419,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
1529,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
6970,2010 et après,2010,Saison (21 juin - 5 septembre)
1076,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
1475,De 1990 à 1999,1993,Après-saison (6 septembre - 31 décembre)
4764,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
1430,De 1980 à 1989,1989,Saison (21 juin - 5 septembre)
1456,Avant 1980,1972,Saison (21 juin - 5 septembre)
523,2010 et après,2014,Saison (21 juin - 5 septembre)
6462,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
317,De 2000 à 2009,2005,Avant-saison (1er janvier - 20 juin)
1531,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
1760,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
5658,De 1990 à 1999,1990,Avant-saison (1er janvier - 20 juin)
823,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
1067,2010 et après,2015,Saison (21 juin - 5 septembre)
1479,De 2000 à 2009,2006,Avant-saison (1er janvier - 20 juin)
72,De 1980 à 1989,1982,Après-saison (6 septembre - 31 décembre)
3177,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
4038,2010 et après,2016,Saison (21 juin - 5 septembre)
4760,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
22,De 1980 à 1989,1989,Après-saison (6 septembre - 31 décembre)
88,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
4114,De 1980 à 1989,,Saison (21 juin - 5 septembre)
4479,De 1980 à 1989,1989,Saison (21 juin - 5 septembre)
5540,2010 et après,,Saison (21 juin - 5 septembre)
2022,2010 et après,,Saison (21 juin - 5 septembre)
3959,De 2000 à 2009,,Saison (21 juin - 5 septembre)
5378,2010 et après,,Avant-saison (1er janvier - 20 juin)
5642,2010 et après,2010,Saison (21 juin - 5 septembre)
6553,De 2000 à 2009,2003,Saison (21 juin - 5 septembre)
1670,De 2000 à 2009,2003,Avant-saison (1er janvier - 20 juin)
2795,2010 et après,,Saison (21 juin - 5 septembre)
3019,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
806,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
3129,2010 et après,,Avant-saison (1er janvier - 20 juin)
6383,De 2000 à 2009,2000,Après-saison (6 septembre - 31 décembre)
1184,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
6200,Avant 1980,,Saison (21 juin - 5 septembre)
1602,2010 et après,2010,Après-saison (6 septembre - 31 décembre)
6934,De 1990 à 1999,1998,Saison (21 juin - 5 septembre)
1542,2010 et après,2010,Saison (21 juin - 5 septembre)
6205,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
350,,,Saison (21 juin - 5 septembre)
1468,De 2000 à 2009,15ème,Saison (21 juin - 5 septembre)
3472,De 1990 à 1999,,Avant-saison (1er janvier - 20 juin)
53,De 1980 à 1989,1986,Avant-saison (1er janvier - 20 juin)
1034,De 1990 à 1999,1995,Avant-saison (1er janvier - 20 juin)
1151,2010 et après,,Après-saison (6 septembre - 31 décembre)
1177,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
1384,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
1439,De 1980 à 1989,1988,Saison (21 juin - 5 septembre)
1569,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
1571,De 1990 à 1999,1991,Après-saison (6 septembre - 31 décembre)
1615,De 1980 à 1989,1986,Avant-saison (1er janvier - 20 juin)
1616,De 1990 à 1999,1997,Après-saison (6 septembre - 31 décembre)
1761,De 1990 à 1999,1997,Après-saison (6 septembre - 31 décembre)
1839,De 1990 à 1999,1999,Avant-saison (1er janvier - 20 juin)
2042,De 1990 à 1999,,Avant-saison (1er janvier - 20 juin)
2043,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
2044,De 2000 à 2009,,Saison (21 juin - 5 septembre)
2353,De 1990 à 1999,,Après-saison (6 septembre - 31 décembre)
2354,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
2821,De 2000 à 2009,2006,Avant-saison (1er janvier - 20 juin)
3630,De 2000 à 2009,,Saison (21 juin - 5 septembre)
3631,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
4331,2010 et après,2011,Saison (21 juin - 5 septembre)
4332,De 1990 à 1999,,Avant-saison (1er janvier - 20 juin)
4716,De 2000 à 2009,2000,Après-saison (6 septembre - 31 décembre)
5052,Avant 1980,1979,Avant-saison (1er janvier - 20 juin)
5053,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
5054,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
5221,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
5404,2010 et après,,Saison (21 juin - 5 septembre)
5570,2010 et après,,Après-saison (6 septembre - 31 décembre)
5860,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
6575,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
7162,De 1990 à 1999,,Avant-saison (1er janvier - 20 juin)
861,De 2000 à 2009,2002,Après-saison (6 septembre - 31 décembre)
627,De 1990 à 1999,1995,Avant-saison (1er janvier - 20 juin)
5223,De 1990 à 1999,,Saison (21 juin - 5 septembre)
687,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
4176,2010 et après,,Saison (21 juin - 5 septembre)
4360,De 1980 à 1989,1987,Saison (21 juin - 5 septembre)
6599,2010 et après,,Après-saison (6 septembre - 31 décembre)
3811,De 2000 à 2009,2008,Avant-saison (1er janvier - 20 juin)
1605,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
1742,2010 et après,5ème,Après-saison (6 septembre - 31 décembre)
459,De 1980 à 1989,1989,Avant-saison (1er janvier - 20 juin)
1185,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
2691,De 1980 à 1989,1985,Saison (21 juin - 5 septembre)
3828,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
2104,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
6466,2010 et après,,Saison (21 juin - 5 septembre)
2105,2010 et après,2018,Saison (21 juin - 5 septembre)
3854,De 1980 à 1989,,Saison (21 juin - 5 septembre)
634,De 1990 à 1999,1999,Saison (21 juin - 5 septembre)
3863,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
5488,De 1980 à 1989,1987,Avant-saison (1er janvier - 20 juin)
4468,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
1047,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
3400,De 2000 à 2009,,Saison (21 juin - 5 septembre)
5144,De 1990 à 1999,,Saison (21 juin - 5 septembre)
1398,2010 et après,2014,Saison (21 juin - 5 septembre)
7031,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
5832,2010 et après,,Saison (21 juin - 5 septembre)
5662,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
6314,De 1990 à 1999,1998,Saison (21 juin - 5 septembre)
4615,De 1990 à 1999,,Saison (21 juin - 5 septembre)
5846,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
3406,de 1980 à 1989,,Saison (21 juin - 5 septembre)
3555,2010 et après,2017,Saison (21 juin - 5 septembre)
3556,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
873,De 2000 à 2009,2008,Après-saison (6 septembre - 31 décembre)
770,2010 et après,2017,Saison (21 juin - 5 septembre)
2304,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
580,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
1224,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
59,2010 et après,11ème,Après-saison (6 septembre - 31 décembre)
4848,2010 et après,,Après-saison (6 septembre - 31 décembre)
2758,avant 1980,,Saison (21 juin - 5 septembre)
3728,2010 et après,,Saison (21 juin - 5 septembre)
4094,De 1990 à 1999,1997,Saison (21 juin - 5 septembre)
5176,2010 et après,2013,Saison (21 juin - 5 septembre)
167,2010 et après,,Saison (21 juin - 5 septembre)
2156,2010 et après,,Après-saison (6 septembre - 31 décembre)
3436,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
1349,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
2628,2010 et après,2016,Saison (21 juin - 5 septembre)
3112,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
3597,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
4299,De 2000 à 2009,2007,Après-saison (6 septembre - 31 décembre)
5928,2010 et après,2015,Saison (21 juin - 5 septembre)
3446,2010 et après,2010,Saison (21 juin - 5 septembre)
2009,De 2000 à 2009,2008,Avant-saison (1er janvier - 20 juin)
3954,De 2000 à 2009,2005,Avant-saison (1er janvier - 20 juin)
5710,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
3282,2010 et après,2016,Saison (21 juin - 5 septembre)
3455,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
3957,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
4128,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
4683,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
6741,De 2000 à 2009,2004,Avant-saison (1er janvier - 20 juin)
6916,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
2178,De 1990 à 1999,1992,Après-saison (6 septembre - 31 décembre)
2179,2010 et après,2012,Saison (21 juin - 5 septembre)
2335,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
2496,De 1980 à 1989,1984,Avant-saison (1er janvier - 20 juin)
2793,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
3960,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
4686,2010 et après,2014,Saison (21 juin - 5 septembre)
5377,De 2000 à 2009,2005,Avant-saison (1er janvier - 20 juin)
6369,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
6745,De 1990 à 1999,1990,Après-saison (6 septembre - 31 décembre)
6919,2010 et après,2015,Saison (21 juin - 5 septembre)
3126,De 2000 à 2009,2001,Après-saison (6 septembre - 31 décembre)
4687,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
3127,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
2340,2010 et après,2013,Saison (21 juin - 5 septembre)
5561,De 1990 à 1999,1996,Saison (21 juin - 5 septembre)
5066,De 1990 à 1999,1998,Saison (21 juin - 5 septembre)
3073,De 1990 à 1999,1990,Avant-saison (1er janvier - 20 juin)
2364,2010 et après,2013,Saison (21 juin - 5 septembre)
2224,De 1980 à 1989,1985,Avant-saison (1er janvier - 20 juin)
3325,2010 et après,2012,Saison (21 juin - 5 septembre)
3654,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
5074,De 2000 à 2009,2001,Saison (21 juin - 5 septembre)
5075,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
5242,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
2225,De 1990 à 1999,1996,Saison (21 juin - 5 septembre)
6600,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
6146,De 1990 à 1999,1996,Saison (21 juin - 5 septembre)
6601,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
4558,De 1980 à 1989,1980,Saison (21 juin - 5 septembre)
2388,De 2000 à 2009,2003,Avant-saison (1er janvier - 20 juin)
5452,2010 et après,2011,Saison (21 juin - 5 septembre)
6262,2010 et après,2010,Saison (21 juin - 5 septembre)
3199,De 2000 à 2009,2004,Avant-saison (1er janvier - 20 juin)
5285,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
6267,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
2708,De 2000 à 2009,2000,Saison (21 juin - 5 septembre)
3366,De 1990 à 1999,1997,Saison (21 juin - 5 septembre)
4040,De 2000 à 2009,2007,Après-saison (6 septembre - 31 décembre)
5297,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
5893,De 1990 à 1999,1994,Saison (21 juin - 5 septembre)
6282,De 2000 à 2009,2002,Saison (21 juin - 5 septembre)
3368,De 1990 à 1999,1995,Après-saison (6 septembre - 31 décembre)
6097,De 1990 à 1999,1995,Avant-saison (1er janvier - 20 juin)
1922,De 2000 à 2009,2008,Avant-saison (1er janvier - 20 juin)
2414,De 1990 à 1999,1990,Avant-saison (1er janvier - 20 juin)
3529,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
3699,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
4048,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
4238,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
5640,De 2000 à 2009,2008,Après-saison (6 septembre - 31 décembre)
5789,De 1980 à 1989,1982,Saison (21 juin - 5 septembre)
2441,Avant 1980,1968,Saison (21 juin - 5 septembre)
3714,De 1990 à 1999,1995,Avant-saison (1er janvier - 20 juin)
4075,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
4077,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
5154,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
3236,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
2139,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
3415,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
4084,De 1980 à 1989,1984,Avant-saison (1er janvier - 20 juin)
3417,2010 et après,2011,Saison (21 juin - 5 septembre)
2768,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
6713,De 1990 à 1999,1997,Avant-saison (1er janvier - 20 juin)
6525,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
2627,De 1990 à 1999,1999,Avant-saison (1er janvier - 20 juin)
5197,2010 et après,1996,Avant-saison (1er janvier - 20 juin)
286,2010 et après,2021,Avant-saison (1er janvier - 20 juin)
6363,,,Saison (21 juin - 5 septembre)
6538,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
6735,2010 et après,2019,Saison (21 juin - 5 septembre)
347,2010 et après,2019,Saison (21 juin - 5 septembre)
1340,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
1612,De 2000 à 2009,,Saison (21 juin - 5 septembre)
2015,De 2000 à 2009,2007,Saison (21 juin - 5 septembre)
3095,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
4680,2010 et après,2010,Après-saison (6 septembre - 31 décembre)
6739,De 1980 à 1989,1989,Avant-saison (1er janvier - 20 juin)
230,2010 et après,2021,Saison (21 juin - 5 septembre)
3297,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
2348,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
4526,De 1980 à 1989,1985,Saison (21 juin - 5 septembre)
4362,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
423,Avant 1980,1966,Après-saison (6 septembre - 31 décembre)
5264,,,Avant-saison (1er janvier - 20 juin)
4384,De 1990 à 1999,1991,Saison (21 juin - 5 septembre)
1355,De 2000 à 2009,2001,Saison (21 juin - 5 septembre)
1324,2010 et après,2014,Saison (21 juin - 5 septembre)
2565,De 2000 à 2009,2004,Saison (21 juin - 5 septembre)
3830,,,Saison (21 juin - 5 septembre)
162,De 1990 à 1999,1995,Avant-saison (1er janvier - 20 juin)
9,2010 et après,2016,Saison (21 juin - 5 septembre)
200,Avant 1980,1979,Avant-saison (1er janvier - 20 juin)
311,De 1990 à 1999,,Avant-saison (1er janvier - 20 juin)
361,De 1990 à 1999,1996,Avant-saison (1er janvier - 20 juin)
528,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
2464,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
2757,De 1990 à 1999,1997,Saison (21 juin - 5 septembre)
3421,De 1990 à 1999,1995,Saison (21 juin - 5 septembre)
4639,De 1980 à 1989,,Après-saison (6 septembre - 31 décembre)
5174,De 1980 à 1989,1985,Avant-saison (1er janvier - 20 juin)
5682,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
6337,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
4111,De 2000 à 2009,2000,Avant-saison (1er janvier - 20 juin)
1110,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
3111,Avant 1980,1935,Saison (21 juin - 5 septembre)
5437,De 2000 à 2009,2002,Avant-saison (1er janvier - 20 juin)
1565,De 1990 à 1999,2016,Avant-saison (1er janvier - 20 juin)
1614,De 2000 à 2009,2007,Saison (21 juin - 5 septembre)
3115,2010 et après,2020,Avant-saison (1er janvier - 20 juin)
5701,De 1980 à 1989,1986,Avant-saison (1er janvier - 20 juin)
1734,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
3462,,,Saison (21 juin - 5 septembre)
233,,,Saison (21 juin - 5 septembre)
261,de 1980 à 1989,1986,Après-saison (6 septembre - 31 décembre)
