festival,festivalLabel,participants,website,followers
http://www.wikidata.org/entity/Q126893278,Festival de l'Eau,,,
http://www.wikidata.org/entity/Q130705406,Fête de la sardine à Trédrez-Locquémeau,,,
http://www.wikidata.org/entity/Q130706758,fête vénitienne de Perros-Guirec,,https://sites.google.com/view/comitedelarade-pg22/f%C3%AAte-v%C3%A9nitienne,
http://www.wikidata.org/entity/Q130757804,festival des Bibliothèques idéales,,https://biblideales.fr/,
http://www.wikidata.org/entity/Q131322520,Les Bisqueers Roses,,,
http://www.wikidata.org/entity/Q105675441,Biennale de la Biche,,http://biennaledelabiche.org,
http://www.wikidata.org/entity/Q621422,Festival international de la publicité de Cannes,,http://www.canneslions.com/,224357
http://www.wikidata.org/entity/Q653038,Foire internationale d'art contemporain,,https://www.fiac.com/,32398
http://www.wikidata.org/entity/Q3070601,Festival international de mode et de photographie,,https://villanoailles.com/,
http://www.wikidata.org/entity/Q5445763,Q5445763,,,
http://www.wikidata.org/entity/Q6506932,Q6506932,,https://www.frenchmay.com/,
http://www.wikidata.org/entity/Q62830847,Museum Week,,http://museum-week.org/,231258
http://www.wikidata.org/entity/Q69948511,Réunion Métis,,,
http://www.wikidata.org/entity/Q97167168,Festival Normandie impressionniste,,https://www.normandie-impressionniste.fr,
http://www.wikidata.org/entity/Q2291214,Veggie Pride,,,
http://www.wikidata.org/entity/Q3092873,Fête des remparts,,https://www.fete-remparts-dinan.com/,
http://www.wikidata.org/entity/Q97368496,Grandes Médiévales,,,
http://www.wikidata.org/entity/Q115325801,Grand Parc d'Andilly,,https://www.grandparc-andilly.com/,
http://www.wikidata.org/entity/Q123956633,Q123956633,,,
http://www.wikidata.org/entity/Q125610565,Q125610565,,http://www.tontons-filmeurs.fr/,
http://www.wikidata.org/entity/Q3070524,Festival du jeu,,,
http://www.wikidata.org/entity/Q3230313,LudOuest,,https://ludouest.fr/,
http://www.wikidata.org/entity/Q48753441,Fête du lac,,,
http://www.wikidata.org/entity/Q111030240,Cherisy Manga,,https://www.cherisymanga.fr/,
http://www.wikidata.org/entity/Q113515213,Nuit Blanche Paris,,,
http://www.wikidata.org/entity/Q125610315,Q125610315,,http://www.ffcp-cinema.com/,
http://www.wikidata.org/entity/Q125610320,Q125610320,,http://cinemarges.fr/,
http://www.wikidata.org/entity/Q125610321,Q125610321,,http://www.catanantes.com/20alecran.html,
http://www.wikidata.org/entity/Q125610324,Q125610324,,http://aroundfilms.com/,
http://www.wikidata.org/entity/Q125610325,Q125610325,,https://festregards.wordpress.com/wsxa-judging-team/,
http://www.wikidata.org/entity/Q125610329,Q125610329,,http://www.satis-expo.com/en/events/360-film-festival.html,
http://www.wikidata.org/entity/Q125610330,Q125610330,,https://cont589.wixsite.com/francefilmfestival,
http://www.wikidata.org/entity/Q125610331,Q125610331,,http://www.48hourfilm.com/France,
http://www.wikidata.org/entity/Q125610335,Q125610335,,http://www.7emelune.com/,
http://www.wikidata.org/entity/Q125610336,Q125610336,,https://www.festival-film-fantastique.com/,
http://www.wikidata.org/entity/Q125610338,Q125610338,,https://www.99.media/,
http://www.wikidata.org/entity/Q125610339,Q125610339,,http://www.alassautdesrues.fr/,
http://www.wikidata.org/entity/Q125610340,Q125610340,,https://www.festival-oiseau-nature.com/,
http://www.wikidata.org/entity/Q125610342,Q125610342,,http://acidanimefest.com/,
http://www.wikidata.org/entity/Q125610344,Q125610344,,http://www.lesrencontresdaflam.fr/,
http://www.wikidata.org/entity/Q125610353,Q125610353,,https://festivalfifac.com/,
http://www.wikidata.org/entity/Q125610354,Q125610354,,http://www.au-cinema-pour-les-droits-humains.fr/,
http://www.wikidata.org/entity/Q125610355,Q125610355,,http://www.animationdayincannes.com/,
http://www.wikidata.org/entity/Q125610356,Q125610356,,http://cinecourtanime.com/,
http://www.wikidata.org/entity/Q125610358,Q125610358,,https://animationstudiofestival.wordpress.com/,
http://www.wikidata.org/entity/Q125610366,Q125610366,,http://www.arte-mare.corsica/,
http://www.wikidata.org/entity/Q125610370,Q125610370,,https://aurayaucinemalatin.com/,
http://www.wikidata.org/entity/Q125610371,Q125610371,,https://avignoninternationalfilmfestival.com/,
http://www.wikidata.org/entity/Q125610372,Q125610372,,http://avoriaz1800festival.com/,
http://www.wikidata.org/entity/Q125610376,Q125610376,,https://cdos-06.fr/,
http://www.wikidata.org/entity/Q126951040,Plein Champs,,https://pleinchamplemans.fr/,
http://www.wikidata.org/entity/Q125611203,Q125611203,,http://www.cinestarguadeloupe.com/,
http://www.wikidata.org/entity/Q125611204,Q125611204,,http://mcinecaraibe.com/,
http://www.wikidata.org/entity/Q125611265,Q125611265,,https://femifestival.com/,
http://www.wikidata.org/entity/Q125611266,Q125611266,,http://www.lefemi.com/,
http://www.wikidata.org/entity/Q125712169,Q125712169,,http://www.festivalmemepaspeur.com/,
http://www.wikidata.org/entity/Q3432514,Rio Loco,,https://rio-loco.org/,
http://www.wikidata.org/entity/Q3437694,Rock'n Poche,,https://www.rocknpoche.com/,
http://www.wikidata.org/entity/Q247500,Hellfest,,http://www.hellfest.fr/,86740
http://www.wikidata.org/entity/Q530330,Festival Pablo Casals,,http://www.prades-festival-casals.com/,
http://www.wikidata.org/entity/Q739451,Groezrock,,http://www.groezrock.fr,
http://www.wikidata.org/entity/Q744640,Jazz à Juan,,https://jazzajuan.com,
http://www.wikidata.org/entity/Q806850,Banlieues Bleues,,http://www.banlieuesbleues.org,
http://www.wikidata.org/entity/Q914204,Jazz à Vienne,,https://www.jazzavienne.com,6550
http://www.wikidata.org/entity/Q941538,Printemps de Bourges,,http://www.printemps-bourges.com/,35586
http://www.wikidata.org/entity/Q6464317,La Paulée de Meursault,,,
http://www.wikidata.org/entity/Q99757125,Q99757125,,,
http://www.wikidata.org/entity/Q99757367,Q99757367,,,
http://www.wikidata.org/entity/Q131139609,Le Documentaire engagé dans les Amériques,,https://cinema.institutdesameriques.fr/,
http://www.wikidata.org/entity/Q131146921,Festival Augenblick,,https://festival-augenblick.fr/de/,
http://www.wikidata.org/entity/Q131338791,FemiGouin'Fest,,https://femigouinfest.com/,
http://www.wikidata.org/entity/Q3437751,Rock Fellah Rock,,http://rockfellahrock.org/,
http://www.wikidata.org/entity/Q3440503,Rolling Saône,,http://www.rolling-saone.com,
http://www.wikidata.org/entity/Q3445721,Roxy Jam,,http://roxy.fr/surf/events/pro-france.html,
http://www.wikidata.org/entity/Q3445729,Roxy Trophy,,,
http://www.wikidata.org/entity/Q3478329,Semaine des cordes pincées,,,
http://www.wikidata.org/entity/Q3488971,Soirées Onslow,,http://primavista.free.fr/Quatuor_Prima_Vista/Soirees_Onslow.html,
http://www.wikidata.org/entity/Q3488979,Soirées lyriques de Gigondas,,http://www.soireeslyriquesgigondas.com/,
http://www.wikidata.org/entity/Q3489334,Soleils Bleus,,http://www.theatreonyx.com,
http://www.wikidata.org/entity/Q3489464,Solidays,,https://www.solidays.org,14100
http://www.wikidata.org/entity/Q3506617,Swing in Deauville,,,
http://www.wikidata.org/entity/Q3506623,Swing sous les étoiles,,http://www.swingsouslesetoilesmiribel.com,
http://www.wikidata.org/entity/Q3516911,Techno Parade,,http://www.technoparade.fr/,
http://www.wikidata.org/entity/Q3517742,Tempo latino,,,
http://www.wikidata.org/entity/Q3533618,Tour de scènes,,,
http://www.wikidata.org/entity/Q3549120,Un violon sur le sable,,http://www.violonsurlesable.com/,
http://www.wikidata.org/entity/Q3569846,Woodstower,,http://woodstower.com,
http://www.wikidata.org/entity/Q3571199,Y Salsa festival,,,
http://www.wikidata.org/entity/Q3577526,Éclats de voix,,https://www.eclatsdevoix.com/,
http://www.wikidata.org/entity/Q3592671,Été musical de Saint-Robert,,https://www.festival-saint-robert.com,
http://www.wikidata.org/entity/Q3593427,Île de découvertes,,,
http://www.wikidata.org/entity/Q3744025,Messiaen au pays de la Meije,,http://www.festival-messiaen.com,
http://www.wikidata.org/entity/Q5860920,Q5860920,,,
http://www.wikidata.org/entity/Q6036724,Q6036724,,http://www.inox-festival.com/,
http://www.wikidata.org/entity/Q6942694,Q6942694,,http://www.musique-cordiale.com/,
http://www.wikidata.org/entity/Q7096573,Q7096573,,https://www.azurialopera.com,
http://www.wikidata.org/entity/Q7099146,Opéra de Baugé,,http://www.operadebauge.fr,
http://www.wikidata.org/entity/Q7548536,Snowbombing,,http://www.snowbombing.com,
http://www.wikidata.org/entity/Q7561832,Sonic Protest,,http://www.sonicprotest.com,
http://www.wikidata.org/entity/Q4167,Fête des Lumières,,https://www.fetedeslumieres.lyon.fr,
http://www.wikidata.org/entity/Q7426825,Saturne Party,,,
http://www.wikidata.org/entity/Q12258298,Q12258298,,,
http://www.wikidata.org/entity/Q15077387,Poulpaphone,,http://www.poulpaphone.com,
http://www.wikidata.org/entity/Q16011223,Festival Juventus,,http://www.music-juventus-europe.fr/,
http://www.wikidata.org/entity/Q16024910,Rencontres musicales d'Évian,,https://lagrangeaulac.com/festival/rencontres-musicales-d-evian/,
http://www.wikidata.org/entity/Q16034415,Ecaussystème,,https://www.ecaussysteme.com/,1450
http://www.wikidata.org/entity/Q16034420,Festival de Marne,,,
http://www.wikidata.org/entity/Q16034456,Jazz in Langourla,,http://www.jazzinlangourla.com,
http://www.wikidata.org/entity/Q16034486,Porto-Vecchio Festival,,,
http://www.wikidata.org/entity/Q16034499,Les Rockeurs ont du cœur,,,
http://www.wikidata.org/entity/Q16034500,Les Rockomotives,,,
http://www.wikidata.org/entity/Q16034507,Sonates d'Automne,,http://www.sonatesdautomne.fr,
http://www.wikidata.org/entity/Q16034514,Festival Tempo Rives,,http://www.angers.fr/vie-pratique/culture/les-evenements-culturels/tempo-rives/tempo-rives/index.html,
http://www.wikidata.org/entity/Q16034519,Toulouse les Orgues,,http://www.toulouse-les-orgues.org/,
http://www.wikidata.org/entity/Q16034527,Triel open air,,,
http://www.wikidata.org/entity/Q16901134,Q16901134,,,
http://www.wikidata.org/entity/Q509656,Rencontres chorégraphiques internationales de Seine-Saint-Denis,,http://www.rencontres-choregraphiques.com/,
http://www.wikidata.org/entity/Q939826,Festival international de la bande dessinée d'Angoulême,,http://www.bdangouleme.com,
http://www.wikidata.org/entity/Q2822877,Accroche-Cœurs,,http://www.angers.fr/accrochecoeurs/,
http://www.wikidata.org/entity/Q2876962,BD Boum,,http://www.bdboum.com,
http://www.wikidata.org/entity/Q2947992,Chalon dans la rue,,http://www.chalondanslarue.com/,
http://www.wikidata.org/entity/Q3070170,Festival de Ramatuelle,,,
http://www.wikidata.org/entity/Q3070217,Festival de Théâtre en Val de Luynes,,,
http://www.wikidata.org/entity/Q3070350,Les Francophonies - Des écritures à la scène,,,
http://www.wikidata.org/entity/Q3070378,Festival du Val-d'Oise,,http://www.thea-valdoise.org/,
http://www.wikidata.org/entity/Q3070546,Festival européen du théâtre lycéen francophone,,https://www.fetlyf-lyceenssurlesplanches.com/,
http://www.wikidata.org/entity/Q3070625,Festival international de théâtre de rue,,http://www.aurillac.net/,
http://www.wikidata.org/entity/Q3070841,festival national de théâtre contemporain amateur,,https://www.theatrecontemporainendombes.com/,
http://www.wikidata.org/entity/Q3224636,Le Mois Molière,,http://www.moismoliere.com,
http://www.wikidata.org/entity/Q3230598,Les Années Joué,,http://www.anneesjoue.fr/,
http://www.wikidata.org/entity/Q3233488,Les Laquais de Tauves,,,
http://www.wikidata.org/entity/Q3237067,Leu Tempo Festival,,https://www.lesechoir.com/,
http://www.wikidata.org/entity/Q3243280,Festival de danse de Châteauvallon,,,
http://www.wikidata.org/entity/Q3314634,Mimos,,http://www.mimos.fr/,
http://www.wikidata.org/entity/Q3373710,Paysages nocturnes,,,
http://www.wikidata.org/entity/Q3403706,Printemps des Comédiens,,http://www.printempsdescomediens.com,1127
http://www.wikidata.org/entity/Q3470172,Salon international du dessin de presse et d'humour de Saint-Just-le-Martel,,https://centredessinpresse-stjust.com/,
http://www.wikidata.org/entity/Q3552178,Festival Urbaka,,,
http://www.wikidata.org/entity/Q16034451,Festival des jeux du théâtre de Sarlat,,http://www.festival-theatre-sarlat.com/,
http://www.wikidata.org/entity/Q19951029,Festival RenaissanceS,,http://www.festivalrenaissances.fr/,
http://www.wikidata.org/entity/Q20649127,Nous n'irons pas à Avignon,,http://www.gareautheatre.com,
http://www.wikidata.org/entity/Q20963646,Uzès danse,,http://www.uzesdanse.fr,
http://www.wikidata.org/entity/Q102150822,Festival des écoles de théâtre d'Europe,,,
http://www.wikidata.org/entity/Q114738295,Les Giboulées,,https://www.tjp-strasbourg.com/,
http://www.wikidata.org/entity/Q123145290,Fête du bruit dans Landerneau,11000,https://landerneau.festival-fetedubruit.com/,
http://www.wikidata.org/entity/Q123145291,Fête du bruit dans Saint-Nolff,30000,https://stnolff.festival-fetedubruit.com/,
http://www.wikidata.org/entity/Q124480696,Delta Festival,,https://www.delta-festival.com,
http://www.wikidata.org/entity/Q124569711,Call of Terror,,,
http://www.wikidata.org/entity/Q124633589,Musiques à La Baule,,https://www.festivaldelabaule.com/,
http://www.wikidata.org/entity/Q124633635,Rencontres musicales de La Baule,,https://rencontres-musicales-labaule.com/,
http://www.wikidata.org/entity/Q125108913,Zébrures du Printemps,,,
http://www.wikidata.org/entity/Q125753460,Mayday Festival,,https://maydayfestival.fr/,
http://www.wikidata.org/entity/Q125851647,Essonne en Scène,,https://festivalrtl2essonneenscene.fr/,
http://www.wikidata.org/entity/Q125976547,Les Monts de la Balle,,http://lesmontsdelaballe.org/,
http://www.wikidata.org/entity/Q127496182,Q127496182,,,
http://www.wikidata.org/entity/Q131611501,Urban Tracks,,,
http://www.wikidata.org/entity/Q131632385,Programmations du Festival de Confolens avant 1970,,,
http://www.wikidata.org/entity/Q131752459,Mandopolis Festival,,https://www.mandopolis.org,
http://www.wikidata.org/entity/Q65241526,Q65241526,,,
http://www.wikidata.org/entity/Q66499338,Sylak Open Air,,https://www.sylakopenair.com/,
http://www.wikidata.org/entity/Q77976093,Q77976093,,,
http://www.wikidata.org/entity/Q85855017,West Web Festival,,https://www.west-web-festival.fr,5068
http://www.wikidata.org/entity/Q86663839,Le Rêve de l'aborigène,,https://www.lerevedelaborigene.org/,
http://www.wikidata.org/entity/Q92897448,Florilège vocal de Tours,,http://florilegevocal.com/,
http://www.wikidata.org/entity/Q97293096,Holocène,,http://holocenefestival.com/,
http://www.wikidata.org/entity/Q97569375,Elektric Park Festival,,https://www.elektricpark.com/,3959
http://www.wikidata.org/entity/Q98088050,Pic d'Or,,http://www.picdor.fr/,
http://www.wikidata.org/entity/Q109017606,Bordeaux Rock,,,
http://www.wikidata.org/entity/Q109019462,Crest Jazz,,https://crestjazz.com/,
http://www.wikidata.org/entity/Q109315336,Rock in Evreux,,https://www.rockinevreux.org/,
http://www.wikidata.org/entity/Q111209023,Festival Corazón latino,,https://festivalcorazonlatino.com/,
http://www.wikidata.org/entity/Q113534244,Festival MÀD,,https://lefestivalmad.fr/,
http://www.wikidata.org/entity/Q113813216,Zac en Scène,,https://www.zacenscene.fr/,
http://www.wikidata.org/entity/Q114556991,Elekt'Rhône,,,
http://www.wikidata.org/entity/Q116764249,Festival Déodat de Séverac,,,
http://www.wikidata.org/entity/Q121183758,Plane’R Fest,,https://planerfest.com/,
http://www.wikidata.org/entity/Q17354553,Festival lyrique de Montperreux,,http://www.festival-montperreux.org,
http://www.wikidata.org/entity/Q17494211,Festival Emmaüs Lescar-Pau,,http://emmaus-lescar-pau.com/edition-2014_10_89_113.html,
http://www.wikidata.org/entity/Q17633007,Les Aventuriers,,http://www.festival-les-aventuriers.com,
http://www.wikidata.org/entity/Q18348129,Q18348129,,,
http://www.wikidata.org/entity/Q18816689,Festival de Saint-Riquier,,http://www.festivalsaintriquier.fr/,
http://www.wikidata.org/entity/Q19544482,Électropicales,,http://electropicales.com,
http://www.wikidata.org/entity/Q19885890,Macadam Jazz,,http://www.clap-perigueux.com/macadam-jazz.html,
http://www.wikidata.org/entity/Q19944979,Festival Chopin à Paris,,http://www.frederic-chopin.com,
http://www.wikidata.org/entity/Q19951028,Festival Bouche à Oreille,,https://festivalbao.wordpress.com,
http://www.wikidata.org/entity/Q19951204,Palais en Jazz,,http://www.palaisenjazz.com/,
http://www.wikidata.org/entity/Q19951283,Set Electro d'Orléans,,,
http://www.wikidata.org/entity/Q21194333,Les Nuits romantiques du lac du Bourget,,http://www.nuitsromantiques.com/,
http://www.wikidata.org/entity/Q24931150,Festival Les Nuits du Piano d'Erbalunga,,http://www.lesnuitsdupianoerbalunga.fr,
http://www.wikidata.org/entity/Q24932718,Jazz en Touraine,,,
http://www.wikidata.org/entity/Q24937276,Festival des arts sonnés,,http://www.festival-des-arts-sonnes.fr/,
http://www.wikidata.org/entity/Q24938798,We Love Green,,http://www.welovegreen.fr,13940
http://www.wikidata.org/entity/Q24940547,Festival d'Auvers-sur-Oise,,http://festival-auvers.com/,
http://www.wikidata.org/entity/Q27961680,Festival de Saintes,,http://www.abbayeauxdames.org/festival-de-saintes/,
http://www.wikidata.org/entity/Q27961758,Festival de Lanvellec et du Trégor,,https://www.festival-lanvellec.fr,
http://www.wikidata.org/entity/Q28040033,Festival de Buguélès,,http://www.festivaldebugueles.fr,
http://www.wikidata.org/entity/Q28495287,Les Grands Crus musicaux,,http://www.grandscrusmusicaux.com,
http://www.wikidata.org/entity/Q28657158,Jazz à Porquerolles,,http://www.jazzaporquerolles.org/,
http://www.wikidata.org/entity/Q30152465,Festival international Théodore Gouvy,,http://www.institut-theodore-gouvy.fr/,
http://www.wikidata.org/entity/Q30737544,Festival d'orgues Forbach-Völklingen,,http://amofor.fr,
http://www.wikidata.org/entity/Q30740836,Kayenn Jazz Festival,,,
http://www.wikidata.org/entity/Q48010628,Saint-Émilion Jazz Festival,,http://www.saint-emilion-jazz-festival.com/,
http://www.wikidata.org/entity/Q48754414,Festival des Arcs,,https://www.festivaldesarcs.com/,
http://www.wikidata.org/entity/Q53905971,Q53905971,,https://www.festival-musique-menton.fr/,
http://www.wikidata.org/entity/Q56314215,Festival de Saint-Denis,,http://festival-saint-denis.com/fr/home/,
http://www.wikidata.org/entity/Q57400707,Rock Insane,,,
http://www.wikidata.org/entity/Q57400776,Nouvelles Scènes,,,
http://www.wikidata.org/entity/Q57400790,Festival Relache,,,
http://www.wikidata.org/entity/Q57400939,Les Hivernautes,,,
http://www.wikidata.org/entity/Q57401215,Festival Invisible,,,
http://www.wikidata.org/entity/Q57401370,Rocktambule de Grenoble,,http://www.rocktambule.com/,
http://www.wikidata.org/entity/Q57401674,Les Bains Numériques,,,
http://www.wikidata.org/entity/Q57401769,Hello Birds Festival,,,
http://www.wikidata.org/entity/Q57401902,Demi-Festival,,http://demi-festival.fr/,
http://www.wikidata.org/entity/Q57402113,No Logo Festival,,https://nologofestival.fr/,
http://www.wikidata.org/entity/Q57402157,Nomade Reggae Festival,,,
http://www.wikidata.org/entity/Q57402211,Bagnols Reggae Festival,,,
http://www.wikidata.org/entity/Q57403001,RDV de l'Erdre,,,5122
http://www.wikidata.org/entity/Q58485719,Festival de Robion,,,
http://www.wikidata.org/entity/Q58485729,Grain de sel,,https://festivalgraindesel.com/,
http://www.wikidata.org/entity/Q58485737,Radiomeuh Circus Festival,,,
http://www.wikidata.org/entity/Q62036162,Francofolies de La Réunion,,https://www.francofolies.re/,
http://www.wikidata.org/entity/Q62036188,Rock à La Buse,,,
http://www.wikidata.org/entity/Q2891553,Visa pour l'image,,http://www.visapourlimage.com,
http://www.wikidata.org/entity/Q2995581,Contes en Côtière,,,
http://www.wikidata.org/entity/Q2995582,Contes et Rencontres,,,
http://www.wikidata.org/entity/Q3069964,Vannes Photos Festival,,https://www.vannesphotosfestival.fr/,
http://www.wikidata.org/entity/Q3070543,Festival européen de la photo de nu,,https://www.fepn-arles.com/,
http://www.wikidata.org/entity/Q3070642,Festival international des littératures policières,,,
http://www.wikidata.org/entity/Q3070820,"Festival littéraire de Savennières - Terres à vins, terres à livres",,,
http://www.wikidata.org/entity/Q3209169,La Forêt des livres,,https://lesecrivainschezgonzaguesaintbris.com/,
http://www.wikidata.org/entity/Q3319274,Mois de la Photo,,http://www.moisdelaphoto-off.org,
http://www.wikidata.org/entity/Q3345262,Nouvelles du conte,,http://www.nouvellesduconte.org/,
http://www.wikidata.org/entity/Q3405169,Festival Polar de Cognac,,https://festival-polar-cognac.fr/,
http://www.wikidata.org/entity/Q3412744,Quais du polar,,https://www.quaisdupolar.com/,4269
http://www.wikidata.org/entity/Q3470146,Salon du livre d'expression populaire et de critique sociale d'Arras,,https://www.coleresdupresent.com,
http://www.wikidata.org/entity/Q5445821,Q5445821,,http://www.festivalandco.com,
http://www.wikidata.org/entity/Q20492472,Biltzar des écrivains du Pays basque,,https://otsare.jimdo.com/,
http://www.wikidata.org/entity/Q23887372,Paris Comics Expo,,,
http://www.wikidata.org/entity/Q23902003,"Salon international du livre rare, de l'autographe, de l'estampe et du dessin",,https://www.salondulivrerare.paris,
http://www.wikidata.org/entity/Q47484247,Journées nationales du livre et du vin,,https://livreetvin.com/,
http://www.wikidata.org/entity/Q64589517,Fête de la Courtoisie,,,
http://www.wikidata.org/entity/Q64676651,fête du livre de Renaissance catholique,,,
http://www.wikidata.org/entity/Q67083508,Festival international du dessin de presse de la caricature et de la satire,,,
http://www.wikidata.org/entity/Q78155095,Salon des ouvrages de la bande dessinée,,https://sobd2019.com/,
http://www.wikidata.org/entity/Q120786833,Portrait(s),,https://www.ville-vichy.fr/portraits,
http://www.wikidata.org/entity/Q122238681,Festival du livre en Bretagne,,https://www.festivaldulivre-carhaix.bzh,
