festival,festivalLabel,participants,website,followers
http://www.wikidata.org/entity/Q19720615,Festival International du Film Entr'2 Marches,,http://entr2marches.blogs.apf.asso.fr,
http://www.wikidata.org/entity/Q19945044,Festival Côté court de Pantin,,https://www.cotecourt.org/,
http://www.wikidata.org/entity/Q19955590,États généraux du film documentaire,,"http://www.lussasdoc.org/une_universite_d_ete_du_documentaire,6.html",
http://www.wikidata.org/entity/Q19955830,Festival Cinéma Télérama,,,
http://www.wikidata.org/entity/Q20649403,Q20649403,,http://www.stbarthff.org,
http://www.wikidata.org/entity/Q20666360,Festival international des films berbères,,http://www.festivalfilmsberberes.com,
http://www.wikidata.org/entity/Q20666439,Festival Cinéalma,,,
http://www.wikidata.org/entity/Q20666571,Festival du film d'aventure de La Réunion,,http://www.auboutdureve.fr,
http://www.wikidata.org/entity/Q21027344,Festival international du jeune cinéma de Hyères,,,
http://www.wikidata.org/entity/Q21427274,Festival du cinéma méditerranéen de Montpellier,,https://www.cinemed.tm.fr,
http://www.wikidata.org/entity/Q21427276,Festival international du court-métrage de Dijon,,http://www.fenetres-sur-courts.com/,
http://www.wikidata.org/entity/Q21427277,Festival international du film de fiction historique,,http://www.fiffh.com,
http://www.wikidata.org/entity/Q21427599,Marché du film classique,,http://www.festival-lumiere.org/le-marche-du-film-classique.html,
http://www.wikidata.org/entity/Q21427670,MyFrenchFilmFestival,,https://www.myfrenchfilmfestival.com,
http://www.wikidata.org/entity/Q21512685,Festival des cinémas différents et expérimentaux de Paris,,https://cjcinema.org/festival/,
http://www.wikidata.org/entity/Q22248445,Festival Feux croisés,,,
http://www.wikidata.org/entity/Q22248566,Festival du cinéma russe à Honfleur,,http://festival-honfleur.fr/,
http://www.wikidata.org/entity/Q24707909,Festival du film de fesses,,http://www.lefff.fr,
http://www.wikidata.org/entity/Q24905464,Q24905464,,http://www.filmfestival.paris,
http://www.wikidata.org/entity/Q24929830,Festival européen du court métrage de Bordeaux,,http://festivalcourtmetragebordeaux.com/,
http://www.wikidata.org/entity/Q24930602,Festival du film d'humour de Chamrousse,,,
http://www.wikidata.org/entity/Q25212797,Q25212797,,,
http://www.wikidata.org/entity/Q27043566,Les Écrans de Chine,,http://www.ecransdechine.com/,
http://www.wikidata.org/entity/Q28039999,Carrière de Boulbon,,,
http://www.wikidata.org/entity/Q28040190,Festival Photo La Gacilly,,https://www.festivalphoto-lagacilly.com/,
http://www.wikidata.org/entity/Q28152735,Mon premier Festival,,http://www.monpremierfestival.org/,
http://www.wikidata.org/entity/Q28494416,Festival International du Film sur les Handicaps,,,
http://www.wikidata.org/entity/Q28494435,Festival du film d'archéologie d'Amiens,,https://www.associationciras.fr/festival/,
http://www.wikidata.org/entity/Q28494506,Festival punk de Mont-de-Marsan,,,
http://www.wikidata.org/entity/Q28494767,Festival du cinéma israélien de Carpentras,,http://festival-laissez-passer.com/,
http://www.wikidata.org/entity/Q28782984,Jubilé impérial,,http://www.jubileimperial.fr/,
http://www.wikidata.org/entity/Q29344440,Confrontation,,http://www.inst-jeanvigo.eu/festival,
http://www.wikidata.org/entity/Q29550265,Festival FestiPREV,,http://www.festiprev.com/,
http://www.wikidata.org/entity/Q29550286,Festival International du Film Fantastique d'Audincourt,,http://www.bloodyweekend.fr/,
http://www.wikidata.org/entity/Q29550308,Festival Concours de Courts,,http://www.concoursdecourts.com/,
http://www.wikidata.org/entity/Q29550338,Festival du Film d'1 Jour,,http://www.ff1j.fr/,
http://www.wikidata.org/entity/Q29647334,Japan Tours Festival,,http://www.japantoursfestival.com/,4186
http://www.wikidata.org/entity/Q29661429,Festival international du court métrage Paul Simon,,http://www.festival-courtmetrage.com/,
http://www.wikidata.org/entity/Q30049442,Les Rencontres Cinématographiques de Cannes,,,
http://www.wikidata.org/entity/Q30325356,Q30325356,,,
http://www.wikidata.org/entity/Q30519517,Festival du Film Nature et de l'Environnement,,http://www.festivalfilmnature-murserigne.org,
http://www.wikidata.org/entity/Q30727615,Fête du travailleur alpin,,https://fete.travailleur-alpin.fr/,
http://www.wikidata.org/entity/Q30728105,War on Screen,,https://waronscreen.com/en,
http://www.wikidata.org/entity/Q30731241,Festival de cinéma Indépendance(s) et Création d'Auch,,https://www.independancesetcreation.com,
http://www.wikidata.org/entity/Q33113928,Sunsète Festival,,http://sunsete-festival.fr/,
http://www.wikidata.org/entity/Q48760073,Africajarc,,http://www.africajarc.com,
http://www.wikidata.org/entity/Q51074342,Festival Canneséries,,http://canneseries.com/,
http://www.wikidata.org/entity/Q107199015,Festival international du film d'animation d'Annecy 2021,,,
http://www.wikidata.org/entity/Q65163962,Frames Festival,,https://framesfestival.fr/,
http://www.wikidata.org/entity/Q66686369,Festival international de musique Saint-Georges,,http://saintgeorgesfestival.com/,
http://www.wikidata.org/entity/Q67205363,Les Z'EXpressives,,,
http://www.wikidata.org/entity/Q67303429,Festival de Culture Urbaine à la Castellane,,,
http://www.wikidata.org/entity/Q71724715,Festival des Vieilles Charrues 2016,,,
http://www.wikidata.org/entity/Q81205142,Festival de Ribeauvillé,,https://www.festival-ribeauville.eu/,
http://www.wikidata.org/entity/Q88204825,Curieux Voyageurs,,http://www.curieuxvoyageurs.com/,
http://www.wikidata.org/entity/Q97042928,Les Traversées de Tatihou,,,
http://www.wikidata.org/entity/Q97173287,Les femmes s'exposent,,https://www.lesfemmessexposent.com/,
http://www.wikidata.org/entity/Q98088486,Festival de l'Eau Vive,,http://www.aci-eauvive.org/,
http://www.wikidata.org/entity/Q111208273,Court Métrange,,https://courtmetrange.eu/,
http://www.wikidata.org/entity/Q111740774,Sailorz Film Festival,,https://www.tipandshaft.com/sailorz-film-festival/,
http://www.wikidata.org/entity/Q112133225,Arte Mare,,http://www.arte-mare.corsica/,
http://www.wikidata.org/entity/Q113835810,Festival International Jean Rouch,,https://www.comitedufilmethnographique.com/,
http://www.wikidata.org/entity/Q113840578,Reims Polar,,https://reimspolar.com/,
http://www.wikidata.org/entity/Q114401075,Ciné salé,,,
http://www.wikidata.org/entity/Q114833044,festival international du film fantastique de Menton,,https://www.festival-film-fantastique.com/,
http://www.wikidata.org/entity/Q115364090,Cinémarges,,https://festival.cinemarges.fr/,
http://www.wikidata.org/entity/Q116872383,Les Vieilles Charrues 2022,,,
http://www.wikidata.org/entity/Q117798040,Festival du film Auralpin,,,
http://www.wikidata.org/entity/Q121423075,Festival international du film de Biarritz - Nouvelles Vagues,,https://www.nouvelles-vagues.org/,
http://www.wikidata.org/entity/Q122063463,Q122063463,,,
http://www.wikidata.org/entity/Q122389083,Q122389083,,https://onvousment.fr/,
http://www.wikidata.org/entity/Q122983411,Festival du film féministe,,https://www.ville-leslilas.fr/festival-du-film-feministe,
http://www.wikidata.org/entity/Q123038118,ACID Cannes,,https://www.lacid.org/,
http://www.wikidata.org/entity/Q123191022,Festival de film français,,,
http://www.wikidata.org/entity/Q123472043,Festival international des jeunes réalisateurs de Saint-Jean-de-Luz,,,
http://www.wikidata.org/entity/Q123693351,Q123693351,,https://www.africapt-festival.fr/,
http://www.wikidata.org/entity/Q123856007,Festival du Film de Demain,,https://filmdedemain.fr/fr,
http://www.wikidata.org/entity/Q123900964,Festival de La Baule,,https://www.festival-labaule.com/,
http://www.wikidata.org/entity/Q2079699,Rock en Seine,,http://www.rockenseine.com,128953
http://www.wikidata.org/entity/Q43050383,Les fondus du macadam,,,
http://www.wikidata.org/entity/Q43056169,Festival Le Grand Bain,,,
http://www.wikidata.org/entity/Q47536679,Fête des vendanges de 1909,,,
http://www.wikidata.org/entity/Q48758377,Les Intergalactiques,,http://www.intergalactiques.net/,
http://www.wikidata.org/entity/Q48759415,Hadra Trance Festival,,http://www.hadra.net,
http://www.wikidata.org/entity/Q55171303,Un Été au Havre,,https://www.uneteauhavre.fr/,
http://www.wikidata.org/entity/Q55185385,Anjou Vélo Vintage,,https://www.anjou-velo-vintage.com/en/,2559
http://www.wikidata.org/entity/Q55596561,Crussol Festival,,https://www.crussolfestival.com/,
http://www.wikidata.org/entity/Q57147893,Q57147893,,,
http://www.wikidata.org/entity/Q57834132,fête-Dieu à Armendarits,,,
http://www.wikidata.org/entity/Q58006678,Festival De Danse De Cannes,,http://www.festivaldedanse-cannes.com,
http://www.wikidata.org/entity/Q58898049,festival d'astronomie de Fleurance,,https://www.festival-astronomie.fr/,
http://www.wikidata.org/entity/Q59338346,Q59338346,,,
http://www.wikidata.org/entity/Q59785153,Festival Furies,,http://www.furies.fr,
http://www.wikidata.org/entity/Q59814090,Super Demain,,https://www.superdemain.fr/,
http://www.wikidata.org/entity/Q61115958,Q61115958,,,
http://www.wikidata.org/entity/Q62018228,Festival Ecrans Mixtes,,http://festival-em.org/,
http://www.wikidata.org/entity/Q62663512,festival du court métrage et du film documentaire,,,
http://www.wikidata.org/entity/Q65156880,Festival Même pas peur,,https://www.festivalmemepaspeur.com/,
http://www.wikidata.org/entity/Q72044197,rencontres du cinéma latino-américain,,http://www.lesrencontreslatino.org/,
http://www.wikidata.org/entity/Q83412018,Festival du film court francophone Un poing c'est court,,https://www.unpoingcestcourt.com/,
http://www.wikidata.org/entity/Q83723385,Cinélatino,,,
http://www.wikidata.org/entity/Q109021400,Écrans mixtes,,https://festival-em.org/,
http://www.wikidata.org/entity/Q109024174,Étoiles et Toiles du Cinéma européen,,,
http://www.wikidata.org/entity/Q109037754,Festival de l'Europe autour de l'Europe,,,
http://www.wikidata.org/entity/Q109037759,Festival du cinéma espagnol de Nantes,,https://www.cinespagnol-nantes.com/,
http://www.wikidata.org/entity/Q109046181,Txiki Festival,,http://txikiproductions.com/txiki-festival/,
http://www.wikidata.org/entity/Q265748,La Défense Jazz Festival,,http://ladefensejazzfestival.hauts-de-seine.fr,
http://www.wikidata.org/entity/Q266260,Jazz in Marciac,,https://www.jazzinmarciac.com/,
http://www.wikidata.org/entity/Q3070138,Festival Django Reinhardt,,http://www.festivaldjangoreinhardt.com/,
http://www.wikidata.org/entity/Q3070828,Festival mondial des théâtres de marionnettes,,http://www.festival-marionnette.com,
http://www.wikidata.org/entity/Q3490707,Sons d'hiver,,http://www.sonsdhiver.org/,
http://www.wikidata.org/entity/Q57402058,Jazz En Ouche,,https://www.jazzenouche.com/,
http://www.wikidata.org/entity/Q115505283,Fêtes de l'ours dans les Pyrénées,,,
http://www.wikidata.org/entity/Q115575391,Festival mondial du cirque de demain,,https://www.cirquededemain.paris/,
http://www.wikidata.org/entity/Q119301708,festival de Montauban,,,
http://www.wikidata.org/entity/Q119723239,Q119723239,,,
http://www.wikidata.org/entity/Q120693901,Q120693901,,,
http://www.wikidata.org/entity/Q125601392,Q125601392,,,
http://www.wikidata.org/entity/Q125601393,Q125601393,,,
http://www.wikidata.org/entity/Q125601398,Q125601398,,,
http://www.wikidata.org/entity/Q125601407,Q125601407,,,
http://www.wikidata.org/entity/Q125601467,Q125601467,,,
http://www.wikidata.org/entity/Q125601479,Q125601479,,,
http://www.wikidata.org/entity/Q125601489,Q125601489,,,
http://www.wikidata.org/entity/Q125601507,Q125601507,,,
http://www.wikidata.org/entity/Q125601511,Q125601511,,,
http://www.wikidata.org/entity/Q125601536,Q125601536,,,
http://www.wikidata.org/entity/Q125601556,Q125601556,,,
http://www.wikidata.org/entity/Q125601567,Q125601567,,,
http://www.wikidata.org/entity/Q125601568,Q125601568,,,
http://www.wikidata.org/entity/Q125601569,Q125601569,,,
http://www.wikidata.org/entity/Q125601571,Q125601571,,,
http://www.wikidata.org/entity/Q125601636,Q125601636,,,
http://www.wikidata.org/entity/Q42369,Festival de Cannes,,https://www.festival-cannes.com,164000
http://www.wikidata.org/entity/Q591736,Biennale de Paris,,http://www.biennaledeparis.org,
http://www.wikidata.org/entity/Q2901912,Biennale Artifices,,,
http://www.wikidata.org/entity/Q2901932,Biennale de l'environnement,,,
http://www.wikidata.org/entity/Q2901944,Biennale internationale du design de Saint-Étienne,,https://www.biennale-design.com/,
http://www.wikidata.org/entity/Q3070609,Festival international de musique de chambre de Provence,,https://festival-salon.fr,
http://www.wikidata.org/entity/Q3092911,Fêtes de la Madeleine,,,
http://www.wikidata.org/entity/Q3092917,fêtes de Bayonne,,https://fetes.bayonne.fr/,
http://www.wikidata.org/entity/Q63484859,Festival international du film lesbien et féministe de Paris,,https://www.cineffable.fr/,
http://www.wikidata.org/entity/Q115867525,Q115867525,,https://cinemaplanete.com/,
http://www.wikidata.org/entity/Q131929199,Les Guynolades,,,
http://www.wikidata.org/entity/Q21013474,Dinard Comedy Festival,,http://dinard-comedy-festival.com/,
http://www.wikidata.org/entity/Q48756510,Festival d'humour de Paris,,,
http://www.wikidata.org/entity/Q125610405,Q125610405,,http://www.bciff.co/,
http://www.wikidata.org/entity/Q125610410,Q125610410,,http://www.bleuparis.webador.fr/,
http://www.wikidata.org/entity/Q125610411,Q125610411,,https://www.blkreationfilms.fr/,
http://www.wikidata.org/entity/Q125610414,Q125610414,,http://www.bordeauxshorts.fr/,
http://www.wikidata.org/entity/Q125610416,Q125610416,,https://brestsurffilmfestival.com/,
http://www.wikidata.org/entity/Q125610417,Q125610417,,https://www.bridge-of-peace.com/,
http://www.wikidata.org/entity/Q125610419,Festival international du film de Bretagne,,https://www.festivaldebretagne.fr/,
http://www.wikidata.org/entity/Q125610420,Q125610420,,https://cpltqc.wixsite.com/cpltqc,
http://www.wikidata.org/entity/Q125610422,Q125610422,,http://www.cannesindiefilmfest.site/,
http://www.wikidata.org/entity/Q125610423,Q125610423,,https://cannesindieshortsawards.com/,
http://www.wikidata.org/entity/Q125610424,Q125610424,,http://www.cannesfilmweek.com/,
http://www.wikidata.org/entity/Q125610425,Q125610425,,https://www.prixroyal.fr/paris-screenplay-awards,
http://www.wikidata.org/entity/Q125610426,Q125610426,,http://cannes-shorts.com/,
http://www.wikidata.org/entity/Q125610428,Q125610428,,https://www.world-film-festival.com/,
http://www.wikidata.org/entity/Q125610430,Q125610430,,http://www.castifilmfest.com/,
http://www.wikidata.org/entity/Q125610432,Q125610432,,https://www.chamonixfilmfestival.fr/,
http://www.wikidata.org/entity/Q125610434,Q125610434,,http://festivaldelasalle.org/,
http://www.wikidata.org/entity/Q125610436,Q125610436,,https://choreodancefilm.org/,
http://www.wikidata.org/entity/Q125610440,Q125610440,,http://cine-palestine-toulouse.fr/,
http://www.wikidata.org/entity/Q125610442,Q125610442,,http://www.cinecapsule.com/,
http://www.wikidata.org/entity/Q125610444,Q125610444,,http://www.festivalcinedrones.com/,
http://www.wikidata.org/entity/Q125610445,Q125610445,,https://clubdeletoile.fr/s/cinema-interdit/,
http://www.wikidata.org/entity/Q125610450,Q125610450,,https://una-volta.com/cinetica/,
http://www.wikidata.org/entity/Q125610451,Q125610451,,https://www.mjc-cs-larochesurforon.fr/2023/05/03/clap-festival-2023/,
http://www.wikidata.org/entity/Q125610452,Q125610452,,http://festival-film-merveilleux.com/,
http://www.wikidata.org/entity/Q125610454,Q125610454,,http://miec-imcs.org/en/,
http://www.wikidata.org/entity/Q125610455,Q125610455,,http://www.cinema35.fr/,
http://www.wikidata.org/entity/Q125610456,Q125610456,,https://imageincabestany.org/concours-de-courts/,
http://www.wikidata.org/entity/Q125610457,Q125610457,,https://eurofilmfest-lille.com/,
http://www.wikidata.org/entity/Q125610458,Q125610458,,https://www.zecrea.fr/concoursdesynopsis,
http://www.wikidata.org/entity/Q125610459,Q125610459,,https://devenir-realisateur.com/court-metrage/concours-de-scenarios-pour-courts-metrages/,
http://www.wikidata.org/entity/Q125610463,Q125610463,,https://www.courtenscene.com/thefestival,
http://www.wikidata.org/entity/Q125610464,Q125610464,,http://www.cwiff.org/,
http://www.wikidata.org/entity/Q125610465,Q125610465,,http://czech-in-film-festival.fr/,
http://www.wikidata.org/entity/Q125610466,Q125610466,,http://www.dancinlab.co/,
http://www.wikidata.org/entity/Q125610467,Q125610467,,http://www.azothdancetheatre.com/,
http://www.wikidata.org/entity/Q125610468,Q125610468,,https://festival-filmo.com/,
http://www.wikidata.org/entity/Q125610469,Q125610469,,https://www.deauvillegreenawards.com/fr/,
http://www.wikidata.org/entity/Q125610472,Q125610472,,https://demetera.org/,
http://www.wikidata.org/entity/Q125610475,Q125610475,,https://www.desencadre.com/,
http://www.wikidata.org/entity/Q125610478,Q125610478,,https://docs.google.com/forms/d/e/1FAIpQLSeUrL2JEy7qWCQJVxw0ZM7jVLzlam1QcbozoV6NQseubiDJTw/viewform?usp=sf_link,
http://www.wikidata.org/entity/Q125610479,Q125610479,,http://www.screen4allforum.com/en/,
http://www.wikidata.org/entity/Q125610481,Q125610481,,http://www.diversityincannes.com/,
http://www.wikidata.org/entity/Q125610483,Q125610483,,http://documedtunis.com/,
http://www.wikidata.org/entity/Q125610490,Q125610490,,https://www.duvertalinfini.com/,
http://www.wikidata.org/entity/Q125610494,Q125610494,,http://www.ecufilmfestival.com/,
http://www.wikidata.org/entity/Q125610496,Q125610496,,http://www.eg3parisfilmfestival.com/,
http://www.wikidata.org/entity/Q125610498,Q125610498,,http://www.arianeboukerche.com/index.php/eidolon-festival/accueil/,
http://www.wikidata.org/entity/Q125610504,Q125610504,,http://ethnografilm.com/,
http://www.wikidata.org/entity/Q125610507,Q125610507,,http://www.eurofilmfest-lille.com/,
http://www.wikidata.org/entity/Q125610510,Q125610510,,http://magicahouse.com/film-festivals/faten-hamama-film-festival/,
http://www.wikidata.org/entity/Q125610511,Q125610511,,https://fefi-festival.webnode.fr/,
http://www.wikidata.org/entity/Q125610513,Q125610513,,https://femmesenmontagne.com/,
http://www.wikidata.org/entity/Q125610514,Q125610514,,https://www.agenceclindoeil.fr/festival-fenetre-sur-court/,
http://www.wikidata.org/entity/Q125610517,Q125610517,,https://www.clin-doeil.eu/,
http://www.wikidata.org/entity/Q125610519,Q125610519,,https://courtmetrange.eu/,
http://www.wikidata.org/entity/Q125610520,Q125610520,,http://www.lanormandieetlemonde.org/,
http://www.wikidata.org/entity/Q125610521,Q125610521,,https://festivalclap.com/es/inicio/,
http://www.wikidata.org/entity/Q125610522,Q125610522,,http://directorscatasso.wixsite.com/d-cat/festival2019-directorscat,
http://www.wikidata.org/entity/Q125610523,Q125610523,,http://cheries-cheris.com/,
http://www.wikidata.org/entity/Q125610524,Q125610524,,http://nouvellecomedie.fr/,
http://www.wikidata.org/entity/Q125610525,Q125610525,,https://icamproductions.fr/festivaldescourts/,
http://www.wikidata.org/entity/Q125610526,Q125610526,,https://lestontonscadreurs.fr/festival-courts-metrages/,
http://www.wikidata.org/entity/Q125610527,Q125610527,,http://www.nouveaucine.com/,
http://www.wikidata.org/entity/Q125610528,Q125610528,,http://www.latinita.fr/,
http://www.wikidata.org/entity/Q125610529,Q125610529,,https://www.festivalducinemafrancaisaixlesbains.com/,
http://www.wikidata.org/entity/Q125610531,Q125610531,,https://www.festivalcinequebecbiscarrosse.com/,
http://www.wikidata.org/entity/Q125610532,Q125610532,,https://artdistrict-radio.com/,
http://www.wikidata.org/entity/Q125610533,Q125610533,,https://sites.google.com/view/festivalloubenslauragais/,
http://www.wikidata.org/entity/Q125610534,Q125610534,,http://www.festivalcourtauch.com/,
http://www.wikidata.org/entity/Q125610535,Q125610535,,http://www.cinemathequedegrenoble.fr/,
http://www.wikidata.org/entity/Q125610536,Q125610536,,https://asso.labfilms.org/ffe/,
http://www.wikidata.org/entity/Q125610537,Q125610537,,https://courtsenbetton.com/,
http://www.wikidata.org/entity/Q125610538,Q125610538,,https://www.festivaldufilmdelavalleedechevreuse.com/,
http://www.wikidata.org/entity/Q125610539,Q125610539,,http://www.retoursdumonde.com/,
http://www.wikidata.org/entity/Q125610540,Q125610540,,http://www.lesitedemoc.fr/ffem,
http://www.wikidata.org/entity/Q125610541,Q125610541,,https://festivalfilminsoliterenneslechateau.fr/association-les-batisseurs-de-linsolite/,
http://www.wikidata.org/entity/Q125610542,Q125610542,,http://ffistrasbourg.com/,
http://www.wikidata.org/entity/Q125610543,Q125610543,,http://festival-film-merveilleux.com/,
http://www.wikidata.org/entity/Q125610544,Q125610544,,http://www.festival-webserie.fr/,
http://www.wikidata.org/entity/Q125610545,Q125610545,,http://www.signosdanoite.com/,
http://www.wikidata.org/entity/Q125610546,Q125610546,,http://www.divipassion.com/,
http://www.wikidata.org/entity/Q125610547,Q125610547,,https://www.quint-fonsegrives.fr/culture/breves-d-images-2020-appel-a-film/,
http://www.wikidata.org/entity/Q125610548,Q125610548,,http://cinemaheritage.org/,
http://www.wikidata.org/entity/Q125610549,Q125610549,,http://aubagne-filmfest.fr/portail/en/,
http://www.wikidata.org/entity/Q125610550,Q125610550,,http://www.fiffh.com/,
http://www.wikidata.org/entity/Q125610551,Q125610551,,http://www.fifnl.com/,
http://www.wikidata.org/entity/Q125610553,Q125610553,,http://www.menigoute-festival.org/,
http://www.wikidata.org/entity/Q125610554,Q125610554,,http://www.fifp.fr/,
http://www.wikidata.org/entity/Q125610555,Q125610555,,http://www.comitedufilmethnographique.com/,
http://www.wikidata.org/entity/Q125610556,Q125610556,,http://www.signesdenuit.com/,
http://www.wikidata.org/entity/Q125610557,Q125610557,,http://www.segnidellanotte.com/,
http://www.wikidata.org/entity/Q125610558,Q125610558,,https://jeunesse-en-court.wixsite.com/jeunesse-en-court,
http://www.wikidata.org/entity/Q125610559,Q125610559,,https://www.lartenchemin.com/,
http://www.wikidata.org/entity/Q125610561,Q125610561,,https://escales-voyageuses.org/,
http://www.wikidata.org/entity/Q125610562,Q125610562,,http://festivalnapoleon.com/,
http://www.wikidata.org/entity/Q125610564,Q125610564,,https://festivalplurielles.com/,
http://www.wikidata.org/entity/Q125610567,Q125610567,,https://www.association-silhouette.com/,
http://www.wikidata.org/entity/Q125610568,Q125610568,,https://www.suddesciences.fr/,
http://www.wikidata.org/entity/Q125610569,Q125610569,,https://creaxion.info/evenements/festival-toi-femmes/,
http://www.wikidata.org/entity/Q125610570,Q125610570,,,
http://www.wikidata.org/entity/Q125610571,Q125610571,,http://www.videoverticale.fr/,
http://www.wikidata.org/entity/Q125610572,Q125610572,,https://www.cinemaquebecois.fr/,
http://www.wikidata.org/entity/Q125610574,Q125610574,,https://www.cheap-productions.com/festival-fetons-film,
http://www.wikidata.org/entity/Q125610576,Q125610576,,http://www.fide.festivaldoc.com/,
http://www.wikidata.org/entity/Q125610577,Q125610577,,http://www.fifpan.org/,
http://www.wikidata.org/entity/Q125610578,Q125610578,,http://www.fiktiva.eu/,
http://www.wikidata.org/entity/Q125610582,Q125610582,,http://www.filmnoirfestival.com/,
http://www.wikidata.org/entity/Q125610593,Q125610593,,http://www.filmoramax.com/,
http://www.wikidata.org/entity/Q125610597,Q125610597,,https://sites.google.com/courant3d.org/fineca/accueil,
http://www.wikidata.org/entity/Q125610598,Q125610598,,http://www.finpret.com/,
http://www.wikidata.org/entity/Q125610601,Q125610601,,https://fishandfilms.com/,
http://www.wikidata.org/entity/Q125610612,Q125610612,,https://www.prixroyal.fr/festival-fantastique,
http://www.wikidata.org/entity/Q125610613,Q125610613,,http://www.globescreen.fr/,
http://www.wikidata.org/entity/Q125610617,Q125610617,,https://meliferarecords.com/fugitif-short-film-festival,
http://www.wikidata.org/entity/Q125610618,Q125610618,,http://fugitivesister.com/,
http://www.wikidata.org/entity/Q125610619,Q125610619,,https://www.ganache.studio/ganache-festival,
http://www.wikidata.org/entity/Q125610620,Q125610620,,,
http://www.wikidata.org/entity/Q125610624,Q125610624,,https://www.giffest.org/,
http://www.wikidata.org/entity/Q125610628,Q125610628,,https://www.gosh-festival.com/horror-show/,
http://www.wikidata.org/entity/Q125610630,Q125610630,,https://equipe-creative.com/grain-urbain,
http://www.wikidata.org/entity/Q125610631,Q125610631,,https://www.grandprixclimax.com/,
http://www.wikidata.org/entity/Q125610635,Q125610635,,,
http://www.wikidata.org/entity/Q125610637,Q125610637,,https://www.streetartfest.org/movie-fest-2021/,
http://www.wikidata.org/entity/Q125610646,Q125610646,,https://highfive-festival.com/,
http://www.wikidata.org/entity/Q125610647,Q125610647,,https://www.zecrea.fr/festivalhistoiresdefemmes,
http://www.wikidata.org/entity/Q125610653,Q125610653,,https://hotmilk-festival.com/,
http://www.wikidata.org/entity/Q125610656,Q125610656,,https://www.hybrid-genre.com/france,
http://www.wikidata.org/entity/Q125610660,Q125610660,,https://www.cinema.icivietnam.com/,
http://www.wikidata.org/entity/Q125610661,Q125610661,,https://chocolatine-production-19.webselfsite.net/,
http://www.wikidata.org/entity/Q125610664,Q125610664,,http://impactfilmfestival-iff.com/,
http://www.wikidata.org/entity/Q125610668,Q125610668,,https://childrencarefilmfestival.org/,
http://www.wikidata.org/entity/Q125610669,Q125610669,,http://www.bloisdanse.com/,
http://www.wikidata.org/entity/Q125610670,Q125610670,,http://www.courtsdesiles.com/en,
http://www.wikidata.org/entity/Q125610672,Q125610672,,http://www.signsofthenight.com/,
http://www.wikidata.org/entity/Q125610675,Q125610675,,https://www.entr2marches.com/eng/about/,
http://www.wikidata.org/entity/Q125610677,Q125610677,,http://www.ifftbw.com/,
http://www.wikidata.org/entity/Q125610679,Q125610679,,https://onvousment.fr/,
http://www.wikidata.org/entity/Q125610680,Q125610680,,https://musicvideounderground.wordpress.com/,
http://www.wikidata.org/entity/Q125610682,Q125610682,,https://www.fifp-occitanie.com/en,
http://www.wikidata.org/entity/Q125610683,Q125610683,,https://prismcannes.wixsite.com/prismshorts,
http://www.wikidata.org/entity/Q125610687,Q125610687,,https://www.la-zone-art.com/,
http://www.wikidata.org/entity/Q125610691,Q125610691,,http://www.jeunesse-tout-courts.com/,
http://www.wikidata.org/entity/Q125610692,Q125610692,,http://surf-film.com/,
http://www.wikidata.org/entity/Q125610693,Q125610693,,http://www.zeichendernacht.com/,
http://www.wikidata.org/entity/Q125610698,Q125610698,,http://www.opeprod.com/,
http://www.wikidata.org/entity/Q125610699,Q125610699,,https://www.artdistrict-media.com/upgreen-tv,
http://www.wikidata.org/entity/Q125610704,Q125610704,,https://parisfilmart.com/en/kill-valentine-film-festival-2021-edition/,
http://www.wikidata.org/entity/Q125610705,Q125610705,,,
http://www.wikidata.org/entity/Q125610722,Q125610722,,https://www.lesfilmsdupangolin.fr/festival,
http://www.wikidata.org/entity/Q125610723,Q125610723,,http://evropafilmakt.com/,
http://www.wikidata.org/entity/Q125610724,Q125610724,,http://www.feteduclip.com/,
http://www.wikidata.org/entity/Q125610725,Q125610725,,https://kinorama77.odoo.com/,
http://www.wikidata.org/entity/Q125610727,Q125610727,,http://www.festival-lapremierefois.org/,
http://www.wikidata.org/entity/Q125610729,Q125610729,,https://www.gcam-guyane.com/festival-la-toile-des-palmistes/le-programme-par-jour/,
http://www.wikidata.org/entity/Q125610730,Q125610730,,http://festilama.org/,
http://www.wikidata.org/entity/Q125610734,Q125610734,,http://www.lechouettefestival.com/,
http://www.wikidata.org/entity/Q125610735,Q125610735,,http://fifh.eu/,
http://www.wikidata.org/entity/Q125610736,Q125610736,,https://www.laboitecarree.org/,
http://www.wikidata.org/entity/Q125610737,Q125610737,,http://letremplinducourt.com/,
http://www.wikidata.org/entity/Q125610739,Festival du film libanais de France,,http://fflfofficial.fr/,
http://www.wikidata.org/entity/Q125610740,Q125610740,,https://www.lescapucinesducinemafrancais.com/,
http://www.wikidata.org/entity/Q125610741,Q125610741,,http://festival.briacletalentueux.fr/,
http://www.wikidata.org/entity/Q125610742,Q125610742,,https://www.lesecransdelaventure.com/,
http://www.wikidata.org/entity/Q125610743,Q125610743,,https://imageincabestany.org/etoiles-du-court-metrage/,
http://www.wikidata.org/entity/Q125610744,Q125610744,,http://lesfilmsdelatoile.unblog.fr/,
http://www.wikidata.org/entity/Q125610745,Q125610745,,http://instantsvideo.com/,
http://www.wikidata.org/entity/Q125610746,Q125610746,,http://www.intergalactiques.net/,
http://www.wikidata.org/entity/Q125610747,Q125610747,,http://artvideolab.wordpress.com/,
